,9CL_Bc65_Bc01,9CL_Bc65_Bc03,9CL_Bc65_Bc04,9CL_Bc65_Bc05,9CL_Bc65_Bc06,9CL_Bc65_Bc07,9CL_Bc65_Bc08,9CL_Bc65_Bc09,9CL_Bc65_Bc10,9CL_Bc65_Bc11,9CL_Bc65_Bc12,9CL_Bc65_Bc15,9CL_Bc65_Bc16,9CL_Bc65_Bc17,9CL_Bc65_Bc18,9CL_Bc65_Bc19,9CL_Bc65_Bc20,9CL_Bc65_Bc22,9CL_Bc65_Bc23,9CL_Bc65_Bc24,9CL_Bc65_Bc25,9CL_Bc65_Bc26,9CL_Bc65_Bc27,9CL_Bc65_Bc28,9CL_Bc65_Bc29,9CL_Bc65_Bc30,9CL_Bc65_Bc31,9CL_Bc65_Bc32,9CL_Bc66_Bc01,9CL_Bc66_Bc04,9CL_Bc66_Bc05,9CL_Bc66_Bc06,9CL_Bc66_Bc07,9CL_Bc66_Bc08,9CL_Bc66_Bc09,9CL_Bc66_Bc10,9CL_Bc66_Bc11,9CL_Bc66_Bc12,9CL_Bc66_Bc13,9CL_Bc66_Bc14,9CL_Bc66_Bc15,9CL_Bc66_Bc16,9CL_Bc66_Bc17,9CL_Bc66_Bc18,9CL_Bc66_Bc20,9CL_Bc66_Bc22,9CL_Bc66_Bc23,9CL_Bc66_Bc25,9CL_Bc66_Bc26,9CL_Bc66_Bc27,9CL_Bc66_Bc28,9CL_Bc66_Bc29,9CL_Bc66_Bc30,9CL_Bc66_Bc31,9CL_Bc66_Bc32,9CL_Bc67_Bc01,9CL_Bc67_Bc02,9CL_Bc67_Bc03,9CL_Bc67_Bc04,9CL_Bc67_Bc05,9CL_Bc67_Bc06,9CL_Bc67_Bc07,9CL_Bc67_Bc08,9CL_Bc67_Bc09,9CL_Bc67_Bc10,9CL_Bc67_Bc12,9CL_Bc67_Bc13,9CL_Bc67_Bc14,9CL_Bc67_Bc17,9CL_Bc67_Bc18,9CL_Bc67_Bc19,9CL_Bc67_Bc24,9CL_Bc67_Bc25,9CL_Bc67_Bc26,9CL_Bc67_Bc27,9CL_Bc67_Bc28,9CL_Bc67_Bc29,9CL_Bc67_Bc30,9CL_Bc67_Bc31,9CL_Bc67_Bc32
KYNU,16.195,14.247,2.559,4.385,10.265,1.276,11.036,6.079,2.076,9.757,13.078,16.83,8.667,7.018,6.314,8.32,17.148,1.313,11.234,3.16,13.327,20.158,7.331,0.0,15.593,40.679,4.266,8.567,51.192,4.023,20.358,4.657,4.472,2.081,0.0,29.639,0.0,52.547,12.072,13.386,3.915,2.0,6.023,14.929,4.011,10.154,10.287,6.003,25.439,3.59,1.537,3.316,36.977,1.118,1.0,3.068,30.824,2.956,0.0,1.105,12.529,12.443,20.338,1.0,2.194,20.362,35.738,0.0,1.128,11.722,25.303,5.964,5.212,7.384,11.838,9.081,5.086,17.367,7.558,2.183
PABPN1,4.0,6.0,8.0,6.0,2.0,8.0,5.0,0.0,3.0,5.0,5.999,5.399,5.0,3.0,1.0,3.455,1.0,3.0,3.506,9.0,3.0,14.0,4.0,3.0,5.0,6.681,1.0,5.635,5.0,6.857,5.0,7.0,8.0,9.0,0.0,2.0,2.0,5.0,2.0,3.0,10.0,12.0,2.396,2.0,2.0,2.0,4.0,1.0,3.824,4.806,1.0,7.0,0.0,5.0,3.0,2.0,9.0,19.0,7.354,4.0,10.329,7.247,15.331,0.0,2.0,1.0,14.0,1.0,2.0,1.0,4.454,3.168,2.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0
ESCO2,1.072,0.0,0.0,0.0,0.0,0.0,14.28,2.1,0.0,4.017,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.168,1.0,0.0,0.0,5.68,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.517,3.359,0.0,0.0,1.0,6.606,4.598,0.0,4.0,0.0,0.0,0.0,9.318,0.0,0.0,0.0,0.0,0.0,4.59,2.131,1.0,0.0,3.492,0.0,1.14,0.0,2.181,0.0,0.0,0.0,0.0,5.324,0.0,0.0,0.0,2.0,0.0,0.0,3.904,5.608
APOBEC3B,2.0,0.0,2.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,3.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,9.0,4.0,0.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
ZC3H11A,0.0,1.0,3.0,0.0,2.0,0.0,0.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0,4.596,3.0,1.0,1.0,1.0,6.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
AKAP1,0.0,1.0,6.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,3.0,4.0,1.0,0.0,3.0,0.0,3.0,1.0,1.0,0.0,1.0,2.0,4.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,4.0,1.0,1.0,0.0,2.0,2.0,4.0,4.0,0.0,0.0,4.0,0.0,4.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,7.0,0.0,4.0,1.0
FGFRL1,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F2RL1,6.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,2.0,10.0,14.0,0.0,2.0,1.0,2.0,1.0,15.0,3.0,0.0,0.0,4.0,1.0,0.0,7.273,0.0,13.78,1.0,0.0,0.0,0.0,0.0,11.0,0.0,6.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,21.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,14.0,0.0,10.0,0.0,3.0
AMMECR1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
GINS4,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,2.0,6.0,3.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.01,0.0,0.0,4.0,4.0
VTN,0.0,10.0,3.0,7.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,2.0,12.0,6.0,9.0,10.0,0.0,1.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,10.0,0.0,1.0,5.0,9.0,3.0,3.0,2.0,8.0,0.0,0.0,1.0,4.0,1.0,0.0,3.0,0.0,9.0,0.0,7.0,0.0,5.0,2.0,2.0,10.0,0.0,2.0,23.0,4.0,5.0,10.0,0.0,0.0,4.0,2.0,5.0,3.0,3.0,0.0,30.0,6.0,3.0,1.0,13.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0,4.0,8.0,1.0,2.0
NEIL3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLX1B,0.519,0.0,0.0,0.5,1.0,0.5,1.0,0.0,0.0,23.756,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.508,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.508,0.0,0.0,0.0,0.0,0.5,0.0,2.0,0.0,1.631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,1.0,0.545,0.0,0.0,0.0,0.0
HAUS4,0.0,0.0,4.0,0.0,0.0,0.0,7.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,6.0,6.0,7.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,8.0,1.0,1.0,2.0,2.0,0.0,1.0,4.0,0.0,1.0,0.0,6.05,3.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,12.0,0.0,1.0,8.0,0.0,0.0,4.0,1.0,1.0,6.0,3.0,9.0,0.0,8.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRK,5.885,0.0,0.0,4.427,0.0,0.0,4.574,0.0,0.0,1.471,0.0,0.0,9.279,0.0,4.893,4.382,2.267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.933,1.115,0.0,5.389,1.145,0.0,0.0,0.0,2.685,0.0,1.267,2.409,0.0,0.0,0.0,2.524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.616,1.536,1.262,0.0,2.261,0.0,1.051,2.698,1.121,0.0,3.676,2.667,4.597,0.0,3.111,1.104,0.0,1.005,4.228,0.0,2.246,0.0,0.0,0.0,0.0,0.0,2.73,2.537,0.0,0.0,8.445,0.0
CREB3L3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
SHBG,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,5.0,10.0,0.0,1.043,3.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APOC2,7.0,21.797,15.438,42.39,18.797,11.793,63.627,1.0,3.764,20.446,13.069,23.37,40.745,34.385,26.666,12.791,8.786,38.0,9.766,12.0,7.0,14.438,9.0,4.774,15.796,33.741,3.0,9.259,2.256,44.102,2.0,64.981,13.0,8.0,4.774,24.37,27.0,0.0,24.448,9.0,17.08,22.798,25.289,10.685,24.0,3.487,15.34,4.562,16.0,37.385,6.631,37.0,35.498,67.458,27.092,16.988,59.75,6.784,70.045,36.387,16.796,46.388,20.085,7.025,178.111,17.796,17.797,6.0,38.099,14.34,7.0,22.363,28.0,10.685,2.256,2.746,8.0,9.424,41.45,3.996
TUBB2A,1.0,7.0,6.0,1.0,6.0,3.0,10.0,2.0,0.0,3.0,5.0,9.0,0.0,3.0,2.0,3.0,2.0,0.0,4.0,0.0,5.0,4.0,2.0,0.0,6.0,4.0,0.0,5.0,9.0,8.0,1.0,1.0,1.0,4.0,1.0,23.0,2.0,14.0,2.0,13.0,1.0,1.0,0.0,6.0,2.0,14.0,28.0,4.0,9.0,2.0,0.0,6.0,13.0,1.0,11.0,0.0,10.0,13.0,2.0,6.0,1.0,1.0,1.0,3.0,8.0,5.0,12.0,0.0,0.0,4.0,10.0,2.0,0.0,5.0,16.0,8.0,2.0,10.0,2.0,6.0
CTHRC1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0
FKBPL,0.0,0.0,1.0,0.0,3.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NONO,14.0,9.0,10.0,8.0,6.987,6.0,13.0,1.0,6.0,8.0,25.0,17.0,8.0,11.0,15.0,16.0,5.0,5.0,4.0,5.0,11.0,7.0,8.0,3.0,5.0,10.0,3.0,15.0,8.377,4.0,6.0,5.0,4.0,7.0,5.0,8.0,9.0,12.0,10.0,5.0,8.0,5.0,5.718,11.0,9.0,7.0,1.0,1.0,8.0,7.0,6.0,7.0,22.0,2.0,3.0,15.0,15.0,10.0,16.0,6.0,16.0,12.0,10.0,4.0,5.0,7.0,14.0,2.0,6.0,8.0,9.0,13.0,5.0,9.0,2.0,7.0,7.0,8.0,6.0,5.0
B3GNT3,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N4BP2L1,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.491,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
TMSB10,204.0,158.989,119.0,98.0,108.0,88.869,108.0,36.0,54.0,102.0,432.0,256.0,22.0,61.0,98.0,122.0,92.0,38.0,138.0,82.0,218.0,225.0,144.0,27.0,98.25,94.0,206.0,51.992,110.991,51.543,131.0,54.0,15.0,145.0,24.0,124.0,8.0,546.0,60.994,60.0,106.0,65.0,79.0,306.0,20.0,48.0,113.0,34.0,58.0,39.0,71.0,167.0,63.0,14.984,47.0,45.0,154.989,522.0,47.0,69.998,122.0,28.0,185.0,41.0,55.0,54.0,336.996,24.0,10.0,258.0,137.0,12.0,62.0,97.0,172.0,137.0,29.0,209.0,20.0,98.0
CYGB,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,26.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,2.0,6.0,8.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,0.0
PDE6G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFT172,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERTAD1,4.0,1.0,1.0,1.0,3.0,0.0,5.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,7.0,0.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,3.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,14.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,1.0,1.0
ITPR3,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,2.0,3.042,3.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.062,3.0,0.0,0.0,0.0,0.0,2.0,0.0,2.057,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.096,1.0,1.0,0.0,0.0
NEURL2,0.0,1.0,0.0,2.0,5.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,3.917,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0
FABP1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,1.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
U2AF2,8.0,4.0,8.0,7.0,2.0,6.0,5.0,4.0,3.0,11.0,16.0,2.0,6.0,3.0,8.0,3.0,3.0,3.0,1.0,5.0,1.0,6.0,4.0,2.0,2.0,3.0,0.0,6.0,4.0,7.0,4.0,4.0,6.0,6.0,0.0,8.774,3.0,8.0,1.0,7.0,2.0,0.0,9.0,7.0,5.0,2.0,9.0,3.0,3.0,3.0,3.0,4.0,7.0,1.0,1.0,5.0,7.0,6.0,14.0,12.0,8.0,5.0,6.0,4.0,6.0,2.0,9.0,4.0,5.0,4.0,0.0,4.0,4.0,0.0,3.0,5.0,1.0,0.0,7.0,1.0
UCN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
PBK,13.0,0.0,5.0,1.0,1.0,6.0,11.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,4.0,11.0,0.0,1.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,1.0,0.0,3.0,6.0,3.0,0.0,0.0,0.0,6.0,7.0,0.0,4.0,2.0,4.0,4.0,1.0,2.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,6.0,0.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0
RSKR,0.0,0.0,1.491,0.0,0.0,0.0,5.223,0.0,0.0,0.0,1.442,0.0,0.0,0.0,0.0,3.625,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.499,0.0,7.923,0.0,0.0,1.189,0.0,4.682,0.0,0.0,0.0,1.436,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.399,0.0,0.0,0.0,0.0,0.0,2.467,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.397,1.297,1.0,0.0,2.0,0.0
CFAP54,0.0,0.0,4.632,11.565,9.254,3.488,8.166,1.286,3.286,0.0,0.0,0.0,4.062,0.0,0.0,9.112,0.0,3.788,7.414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.046,4.857,1.928,0.0,3.409,0.0,0.0,0.0,0.0,0.0,0.0,7.803,5.276,5.087,0.0,0.0,0.0,3.403,4.979,4.992,0.0,0.0,0.0,1.257,6.658,5.059,4.057,4.813,0.0,0.0,0.0,2.962,2.755,3.587,2.851,0.0,1.111,0.0,0.0,2.282,0.0,0.0,0.0,11.331,0.0,0.0,0.0,2.493,0.0,0.0,0.0,0.0,2.644
AKAP8L,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,1.0,1.0,3.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0
PHLDA2,4.0,7.0,7.0,3.0,11.0,1.0,6.0,3.0,1.0,4.0,9.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,10.0,0.0,1.0,23.0,5.0,3.0,2.0,11.0,12.0,2.0,12.0,0.0,9.0,1.0,0.0,2.0,0.0,12.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,9.0,0.0,0.0,3.0,2.0,1.0,5.0,0.0,2.0,0.0,6.0,25.0,2.0,8.0,1.0,0.0,5.0,5.0,2.301,1.0,23.0,3.0,3.0,6.0,5.0,0.0,1.0,5.0,8.0,11.0,3.0,1.0,7.0,0.0
