	Gene1	Gene2	EdgeWeight
5693	Mettl1	Mrps15	1.0538180249218692
5694	Mettl1	Il1rapl1	1.0538180249218692
5695	Adarb1	Prorp	1.0538180249218692
5696	Rps26	Utp14a	1.0538180249218692
5697	Rps29	Sumo2	1.0538180249218692
5698	Rps29	Slit2	1.0538180249218692
5699	Heatr3	Larp1b	1.0538180249218692
5700	Rps27a	Ppp2r2b	1.0538180249218692
5701	Srp68	Rbm20	1.0538180249218692
5702	Srp68	Drg1	1.0538180249218692
5703	Stau1	Msh2	1.0538180249218692
5704	Spout1	Wrap53	1.0538180249218692
5705	Spout1	Ccdc73	1.0538180249218692
5706	Spout1	Gm10115	1.0538180249218692
5707	Tars2	Mrrf	1.0538180249218692
5708	Rack1	Cox4i1	1.0538180249218692
5709	Nsa2	Ggact	1.0538180249218692
5710	Nsa2	Kcnc2	1.0538180249218692
5711	Nsa2	Srp19	1.0538180249218692
5712	Rpl22l1	Hspb1	1.0538180249218692
5713	Rpl22l1	Itfg2	1.0538180249218692
5714	Rpl22l1	Tvp23b	1.0538180249218692
5715	Lsg1	Amot	1.0538180249218692
5747	Mrto4	Mcoln1	1.0538180249218692
5748	Mrto4	Gm49356	1.0538180249218692
5749	Snrpf	Adamts1	1.0538180249218692
5750	Nup54	Uba52	1.0538180249218692
5781	Rbm41	Heatr3	1.0538180249218692
5783	Drg2	Mtif3	1.0538180249218692
5784	Cdk11b	Efna5	1.0538180249218692
5785	Enox1	Setbp1	1.0538180249218692
5786	Rps18	Adam12	1.0538180249218692
5787	Igf2bp2	Thbs1	1.0538180249218692
5788	Pus7l	Mrpl1	1.0538180249218692
5789	Uba52	Tead2	1.0538180249218692
5790	Rpl27	Eif3j1	1.0538180249218692
5791	Sub1	Srxn1	1.0538180249218692
5792	Rpl23	Inhba	1.0538180249218692
5793	Fn1	Lurap1l	1.0538180249218692
5794	Fxr2	Cpsf3	1.0538180249218692
5795	Btf3	B230362B09Rik	1.0538180249218692
5796	Rps26	Cdh6	1.0538180249218692
5797	Rps29	Pcdh18	1.0538180249218692
5798	Anp32b	Mars1	1.0538180249218692
5799	Rps24	Nsun6	1.0538180249218692
5800	Sec63	Lrp2	1.0538180249218692
5801	Sec63	Trmt1l	1.0538180249218692
5802	Gtpbp1	Gcn1	1.0538180249218692
5803	Csnk2a1	Cpsf3	1.0538180249218692
5804	Heatr3	Rgs16	1.0538180249218692
5805	Rrp15	Drg1	1.0538180249218692
5806	Nudt21	Reck	1.0538180249218692
5807	Srp68	Mthfd1l	1.0538180249218692
5808	Stau1	Tmtc2	1.0538180249218692
5780	Snrpd1	Mrps28	1.0538180249218692
5779	Pdcd4	Wrap53	1.0538180249218692
5778	Sumo2	Ryr3	1.0538180249218692
5763	Mrpl12	Has2	1.0538180249218692
5751	Cwc15	Tars2	1.0538180249218692
5752	Cwc15	Uba52	1.0538180249218692
5753	Hspb1	Rbm14	1.0538180249218692
5754	Pgk1	Pcf11	1.0538180249218692
5755	Gcn1	Egfr	1.0538180249218692
5756	Mrpl22	Lrrc4	1.0538180249218692
5757	Yju2	Hic2	1.0538180249218692
5758	Mrpl28	Hmga1b	1.0538180249218692
5759	Hk2	Ppp1r18	1.0538180249218692
5760	Magohb	Rps26	1.0538180249218692
5761	Srp19	Nsa2	1.0538180249218692
5762	Srp19	Atp5d	1.0538180249218692
5764	Mrpl19	Fbxl20	1.0538180249218692
5777	Mcm5	Hdac1	1.0538180249218692
5765	Slirp	Rpl34	1.0538180249218692
5766	Ybx1	Rps3	1.0538180249218692
5767	Dcaf13	Sumo2	1.0538180249218692
5768	Ddx59	Hspb1	1.0538180249218692
5769	Ddx59	Ifi211	1.0538180249218692
5770	Mrpl9	Cpsf3	1.0538180249218692
5771	Rbm20	Anp32b	1.0538180249218692
5772	Rbm14	Rps27l	1.0538180249218692
5773	Rbm14	Yars	1.0538180249218692
5774	Rbm14	Nox4	1.0538180249218692
5775	Mcm5	Wwox	1.0538180249218692
5776	Mcm5	Arhgap28	1.0538180249218692
5688	Prdx4	Ppp1r18	1.0538180249218692
5686	Uhmk1	Amot	1.0538180249218692
5810	Sdad1	Tead2	1.0538180249218692
5594	Rrp15	Col8a1	1.0538180249218692
5596	Hells	Ebf1	1.0538180249218692
5597	Srp68	Gm4117	1.0538180249218692
5598	Mrrf	Prkra	1.0538180249218692
5599	Rps27l	Park7	1.0538180249218692
5600	Tpi1	Mrpl28	1.0538180249218692
5601	Tpi1	Apobec3	1.0538180249218692
5602	Tpi1	Ppm1d	1.0538180249218692
5603	Tet2	Lama2	1.0538180249218692
5604	Wdr36	Lurap1l	1.0538180249218692
5605	Nsa2	Rae1	1.0538180249218692
5606	Lsg1	Isy1	1.0538180249218692
5607	Lsg1	Lgr6	1.0538180249218692
5608	Top2a	Pura	1.0538180249218692
5609	Top2a	4930471E19Rik	1.0538180249218692
5610	Lyar	Col12a1	1.0538180249218692
5611	Rpl14	Cox4i1	1.0538180249218692
5612	Rrp36	Fam50a	1.0538180249218692
5613	Utp14b	Hk2	1.0538180249218692
5614	Utp14b	Magohb	1.0538180249218692
5615	Zfp36l1	Spryd3	1.0538180249218692
5616	Rpl12	Rpl23	1.0538180249218692
5617	Hdgf	Nasp	1.0538180249218692
5618	Rae1	Unc5c	1.0538180249218692
5619	Cmss1	Ebf1	1.0538180249218692
5620	Exosc2	Utp6	1.0538180249218692
5621	Exosc2	Purg	1.0538180249218692
5622	Hnrnph3	Efna5	1.0538180249218692
5595	Hells	Mki67	1.0538180249218692
5593	Heatr3	Ngf	1.0538180249218692
5685	Pus7l	Snrpf	1.0538180249218692
5592	Heatr3	Lrp12	1.0538180249218692
6054	Fn1	Efna5	1.0538180249218692
5566	Lima1	Tmem167	1.0538180249218692
5567	Rpl5	Cacnb2	1.0538180249218692
5568	Mki67	Hells	1.0538180249218692
5569	Mki67	Ccnd2	1.0538180249218692
5570	Mki67	Inhba	1.0538180249218692
5571	Igf2bp2	Slx4ip	1.0538180249218692
5572	Fam50a	Rrp36	1.0538180249218692
5573	Rpl9	Utp3	1.0538180249218692
5574	Rps11	Wdpcp	1.0538180249218692
5575	Pwp1	Mrps35	1.0538180249218692
5576	Pwp2	Rps17	1.0538180249218692
5577	Rps13	Txn2	1.0538180249218692
5578	Rps13	Ercc8	1.0538180249218692
5579	Mex3b	Rpl18	1.0538180249218692
5580	Mex3b	Reck	1.0538180249218692
5581	Mex3b	Pacrg	1.0538180249218692
5582	Uba52	Dcaf13	1.0538180249218692
5583	Mtrf1l	Zfp217	1.0538180249218692
5584	Dcp1b	Mettl1	1.0538180249218692
5585	Fxr2	Fgf7	1.0538180249218692
5586	Dhx35	Pgk1	1.0538180249218692
5587	Dhx35	Supv3l1	1.0538180249218692
5588	Tial1	Glyr1	1.0538180249218692
5589	Rps29	Tceal9	1.0538180249218692
5590	Apobec3	Egr1	1.0538180249218692
5591	Apobec3	Khdc4	1.0538180249218692
5623	Glyr1	Tial1	1.0538180249218692
5624	Mrps35	Gm38211	1.0538180249218692
5625	Larp1b	Adamts6	1.0538180249218692
5626	Acat1	Pgk1	1.0538180249218692
5658	Slirp	Mrpl2	1.0538180249218692
5659	Slirp	Id3	1.0538180249218692
5660	Hdac1	Pcf11	1.0538180249218692
5661	Hdac1	Nsa2	1.0538180249218692
5662	Rpl36a	Prpf38a	1.0538180249218692
5663	Rpl36a	Spryd3	1.0538180249218692
5664	Mrpl2	Slirp	1.0538180249218692
5665	Rbm14	Areg	1.0538180249218692
5666	Mars1	Slx4ip	1.0538180249218692
5667	Samhd1	Rpl12	1.0538180249218692
5668	Dnaja1	Tmx4	1.0538180249218692
5669	Sumo2	Gm10115	1.0538180249218692
5670	Sumo2	Msh2	1.0538180249218692
5671	Poldip3	Plekhh2	1.0538180249218692
5672	Atp1b1	Hacd3	1.0538180249218692
5673	Atp1b1	Mdm2	1.0538180249218692
5674	Snrpd1	Gm40841	1.0538180249218692
5675	Sod1	Zc3h12a	1.0538180249218692
5676	Drg1	Rps27l	1.0538180249218692
5677	Park7	Clpp	1.0538180249218692
5678	Drg2	Mrps15	1.0538180249218692
5679	Slc25a5	Tceal9	1.0538180249218692
5680	Tpt1	Rpl36a	1.0538180249218692
5681	Tpt1	Hspa5	1.0538180249218692
5682	Lima1	Lrrc4c	1.0538180249218692
5683	Fam50a	Pus7l	1.0538180249218692
5684	Rpl9	Mex3b	1.0538180249218692
5657	Mrpl12	Gigyf1	1.0538180249218692
5656	Isy1	Tubb2a	1.0538180249218692
5655	Zc3h6	Mrps35	1.0538180249218692
5639	Mrto4	Pus7l	1.0538180249218692
5627	Tubb2a	Isy1	1.0538180249218692
5628	Cfl1	Acat1	1.0538180249218692
5629	Mrps28	Utp25	1.0538180249218692
5630	Mrps28	Nav3	1.0538180249218692
5631	Pura	Btbd11	1.0538180249218692
5632	Pura	Pepd	1.0538180249218692
5633	Pura	Top2a	1.0538180249218692
5634	Msh2	Nav3	1.0538180249218692
5635	Msh2	Nasp	1.0538180249218692
5636	Nhp2	Cmss1	1.0538180249218692
5637	Yars	Mtfr1	1.0538180249218692
5638	Mrpl37	Gm49356	1.0538180249218692
5640	Snrpf	Rgs16	1.0538180249218692
5654	Hk2	Utp14b	1.0538180249218692
5641	Snrpf	Wrap53	1.0538180249218692
5642	Mrps15	Mthfd1l	1.0538180249218692
5643	Snrpb	Pcf11	1.0538180249218692
5644	Snrpb	Amot	1.0538180249218692
5645	Cwc15	Rgs20	1.0538180249218692
5646	Cwc15	Ndst4	1.0538180249218692
5647	Nasp	Nkain2	1.0538180249218692
5648	Nasp	Hdgf	1.0538180249218692
5649	Hspb1	Il13ra1	1.0538180249218692
5650	Hspb1	Ccser1	1.0538180249218692
5651	Mrpl28	Rpl8	1.0538180249218692
5653	Mrpl28	Ccdc163	1.0538180249218692
5809	Mrrf	Adamts1	1.0538180249218692
5652	Mrpl28	Tpi1	1.0538180249218692
5811	Tpi1	Eya1	1.0538180249218692
5964	Ddx31	Park7	1.0538180249218692
5966	Rps4x	Larp1b	1.0538180249218692
5967	Snrpd1	Ebf1	1.0538180249218692
5968	Tra2b	Rps15a	1.0538180249218692
5969	Rbm41	Setbp1	1.0538180249218692
5970	Sod1	Rps29	1.0538180249218692
5971	Drg2	Rps8	1.0538180249218692
5972	Slc25a4	Atp5d	1.0538180249218692
5973	Enox1	Purg	1.0538180249218692
5974	Lima1	Ggact	1.0538180249218692
5975	Lima1	Angpt1	1.0538180249218692
5976	Rps18	Hgf	1.0538180249218692
5977	Igf2bp2	Pdgfc	1.0538180249218692
5978	Igf2bp2	Hspa5	1.0538180249218692
5979	Pwp1	Crim1	1.0538180249218692
5980	Rrp9	Gys1	1.0538180249218692
5981	Rpl27	Mrps15	1.0538180249218692
5982	Dcp1b	Pcdh18	1.0538180249218692
5983	Rpl23	Cdkn1a	1.0538180249218692
5984	Mettl1	Naa60	1.0538180249218692
5985	Mettl1	Scaf1	1.0538180249218692
5986	Trir	Gigyf1	1.0538180249218692
5987	Rps29	Khdrbs3	1.0538180249218692
5988	Anp32b	Lurap1l	1.0538180249218692
5989	Gtpbp1	Eif4e2	1.0538180249218692
5990	Gtpbp1	Scaf1	1.0538180249218692
5991	Srp68	Rrp15	1.0538180249218692
5992	Stau1	Utp25	1.0538180249218692
5965	Gigyf1	A630089N07Rik	1.0538180249218692
5963	Dnaja1	Nav3	1.0538180249218692
5933	Snrpb	Rps24	1.0538180249218692
5962	Nav3	Dnaja1	1.0538180249218692
5935	Cwc15	Jazf1	1.0538180249218692
5936	Pgk1	Hdac1	1.0538180249218692
5937	Mrpl22	Pwp2	1.0538180249218692
5938	Mrpl28	Snrpc	1.0538180249218692
5939	Hspa5	Psmc3ip	1.0538180249218692
5940	Magohb	Yars	1.0538180249218692
5941	Magohb	Rbm14	1.0538180249218692
5942	Isy1	Arhgap28	1.0538180249218692
5943	Isy1	Pwp2	1.0538180249218692
5944	Isy1	Angpt1	1.0538180249218692
5945	Nvl	Rpl8	1.0538180249218692
5946	Eef1g	Brip1os	1.0538180249218692
5947	Mrpl19	Rpl9	1.0538180249218692
5948	Slirp	4930471E19Rik	1.0538180249218692
5949	Abcf1	Rpl23	1.0538180249218692
5950	Eif5a	Zfp131	1.0538180249218692
5951	Eif5a	Pde10a	1.0538180249218692
5952	Eif5a	Ldha	1.0538180249218692
5953	Eif5a	Adamtsl3	1.0538180249218692
5954	Eefsec	Sdad1	1.0538180249218692
5955	Hdac1	Pgk1	1.0538180249218692
5956	Cox4i1	Ebf1	1.0538180249218692
5957	Rfc2	Dcp1b	1.0538180249218692
5958	Mrpl9	Zfp820	1.0538180249218692
5959	Adar	Sqstm1	1.0538180249218692
5960	Rbm14	Magohb	1.0538180249218692
5961	Nav3	A630089N07Rik	1.0538180249218692
5993	Spout1	Hic2	1.0538180249218692
5994	Spout1	Zfp820	1.0538180249218692
5995	Tars2	Heatr3	1.0538180249218692
5996	Rpl22l1	Reck	1.0538180249218692
6028	Eef1g	Gm20125	1.0538180249218692
6029	Eif4e2	Sema6a	1.0538180249218692
6030	Dcaf13	Sinhcaf	1.0538180249218692
6031	Mrpl1	Mars1	1.0538180249218692
6032	Rfc2	Dhx35	1.0538180249218692
6033	Rbm14	Nup54	1.0538180249218692
6034	Mrps18c	Rpl13a	1.0538180249218692
6035	Mars1	Mrpl1	1.0538180249218692
6036	Mcm3	Mrpl19	1.0538180249218692
6037	Rpl13a	Mrps18c	1.0538180249218692
6038	Dnaja1	Wwox	1.0538180249218692
6039	Poldip3	Gm38211	1.0538180249218692
6040	Gigyf1	Trir	1.0538180249218692
6041	Rbm41	Tet2	1.0538180249218692
6042	Khdrbs3	Rps29	1.0538180249218692
6043	Drg1	Tmem167	1.0538180249218692
6044	Cdk11b	Cracd	1.0538180249218692
6045	Enox1	Crim1	1.0538180249218692
6046	Mki67	Fhl1	1.0538180249218692
6047	Mki67	Smn1	1.0538180249218692
6048	Rps18	Rpl18	1.0538180249218692
6049	Pwp1	Acat1	1.0538180249218692
6050	Prpf40b	Pura	1.0538180249218692
6051	Trmt1l	Rpl12	1.0538180249218692
6052	Rpl23	Tsix	1.0538180249218692
5812	Khdc4	Tead2	1.0538180249218692
6053	Rpl23	Nhp2	1.0538180249218692
6027	Mrpl12	Rbm4b	1.0538180249218692
6026	Mrpl12	Nsrp1	1.0538180249218692
6025	Magohb	Thoc2l	1.0538180249218692
6010	Supv3l1	Dcp1b	1.0538180249218692
5997	Top2a	Fn1	1.0538180249218692
5998	Rpl14	Rps27l	1.0538180249218692
5999	Rrp36	Ccdc73	1.0538180249218692
6000	Utp14b	Cobl	1.0538180249218692
6001	Rpl18	Sinhcaf	1.0538180249218692
6002	Rpl18	Exosc2	1.0538180249218692
6003	Rae1	Zfp131	1.0538180249218692
6004	Zc3h12a	Ptcd1	1.0538180249218692
6005	Hnrnph3	Igfbp5	1.0538180249218692
6006	Scaf1	Mir6236	1.0538180249218692
6007	Scaf1	Tial1	1.0538180249218692
6008	Larp1b	Ccdc163	1.0538180249218692
6011	Supv3l1	Rps4x	1.0538180249218692
6024	Hspa5	Nasp	1.0538180249218692
6012	Rnmt	Thbs1	1.0538180249218692
6013	Mrps28	Tead2	1.0538180249218692
6014	Hic2	Iftap	1.0538180249218692
6015	Purg	Gpatch11	1.0538180249218692
6016	Purg	Ebf1	1.0538180249218692
6017	Phb	Mrpl2	1.0538180249218692
6018	Cwc15	Pgk1	1.0538180249218692
6019	Nasp	Hspa5	1.0538180249218692
6020	Smn1	Prorp	1.0538180249218692
6021	Mrpl28	Fam50a	1.0538180249218692
6022	Hk2	Prrc1	1.0538180249218692
6023	Hspa5	Igf2bp2	1.0538180249218692
5934	Snrpc	Mrpl28	1.0538180249218692
6009	Thoc1	Slc8a1	1.0538180249218692
5932	Snrpb	Slc8a1	1.0538180249218692
5842	Nsrp1	Prpf40b	1.0538180249218692
5844	Papolg	Dusp3	1.0538180249218692
5845	Mrpl37	Exosc2	1.0538180249218692
5846	Snrpf	E2f2	1.0538180249218692
5847	Nup54	E2f2	1.0538180249218692
5848	Phb	Ankrd1	1.0538180249218692
5849	Mrps15	Itfg2	1.0538180249218692
5850	Snrpb	Plk2	1.0538180249218692
5851	Cwc15	Wwox	1.0538180249218692
5852	Nasp	Rps15a	1.0538180249218692
5853	Gcn1	Larp1b	1.0538180249218692
5854	Mrpl21	Reck	1.0538180249218692
5855	Mrpl28	Tra2b	1.0538180249218692
5856	Cpsf3	Fxr2	1.0538180249218692
5857	Srp19	Zfc3h1	1.0538180249218692
5858	Mthfd1l	Srp68	1.0538180249218692
5859	Eef1g	Adamts6	1.0538180249218692
5860	Mrpl19	Zfp217	1.0538180249218692
5861	Abcf1	Gm38211	1.0538180249218692
5862	Mrpl2	Glt28d2	1.0538180249218692
5863	Nav3	Slit2	1.0538180249218692
5864	Nav3	Rps5	1.0538180249218692
5865	Mars2	Tfb1m	1.0538180249218692
5866	Rpl13a	Fbxl7	1.0538180249218692
5867	Mcm5	Cacnb2	1.0538180249218692
5868	Poldip3	Tpt1	1.0538180249218692
5869	Gigyf1	Mrps28	1.0538180249218692
5870	Rps4x	Rpl27	1.0538180249218692
5843	Yars	Mecom	1.0538180249218692
5841	Mrps28	Prkg1	1.0538180249218692
5872	Slc25a4	Kcnq1ot1	1.0538180249218692
5840	Mrps28	Gigyf1	1.0538180249218692
5813	Tars2	Npas3	1.0538180249218692
5814	Tars2	Scaf1	1.0538180249218692
5931	Papolg	Tubb2a	1.0538180249218692
5815	Eif3j1	Rpl27	1.0538180249218692
5816	Wdr36	Vegfc	1.0538180249218692
5817	Ldha	Mrpl21	1.0538180249218692
5818	Lsg1	Ddx31	1.0538180249218692
5819	Lsg1	Rnmt	1.0538180249218692
5820	Top2a	Eif3j1	1.0538180249218692
5821	Rpl14	Bmpr1b	1.0538180249218692
5822	Atp5pb	Nusap1	1.0538180249218692
5823	Atp5pb	Timp3	1.0538180249218692
5824	Rpl18	Cfl1	1.0538180249218692
5825	Utp14a	Cacnb2	1.0538180249218692
5826	Rpl12	Gm4117	1.0538180249218692
5827	Apex1	Cdip1	1.0538180249218692
5828	Exosc2	Zfp438	1.0538180249218692
5829	Exosc2	Rpl18	1.0538180249218692
5830	Utp6	Uhmk1	1.0538180249218692
5831	Hnrnph3	Galnt18	1.0538180249218692
5832	Scaf1	B230362B09Rik	1.0538180249218692
5833	Scaf1	Ttn	1.0538180249218692
5834	Thoc1	Col12a1	1.0538180249218692
5835	Gtf2f1	Ryr3	1.0538180249218692
5837	Rps5	Nav3	1.0538180249218692
5838	Mrps28	Mrpl19	1.0538180249218692
5839	Mrps28	Msrb3	1.0538180249218692
5871	Drg2	Utp14a	1.0538180249218692
5836	Tubb2a	Clpp	1.0538180249218692
5873	Mtif3	Gm20342	1.0538180249218692
5901	Heatr3	Eya1	1.0538180249218692
5903	Rps27l	Magohb	1.0538180249218692
5904	Tpi1	Thoc1	1.0538180249218692
5905	Tet2	Eya1	1.0538180249218692
5906	Khdc4	Msh2	1.0538180249218692
5907	Rpl22l1	Gm4117	1.0538180249218692
5908	Ldha	Eif5a	1.0538180249218692
5909	Lsg1	Gm38211	1.0538180249218692
5910	Lsg1	Plcb1	1.0538180249218692
5911	Lsg1	2310030G06Rik	1.0538180249218692
5912	Rrp36	Donson	1.0538180249218692
5913	Prpf38a	Kcnq1ot1	1.0538180249218692
5914	Strbp	Atp6v1b2	1.0538180249218692
5915	Mrps6	Ccn1	1.0538180249218692
5916	Rae1	Rbm14	1.0538180249218692
5918	Utp6	Tial1	1.0538180249218692
5919	Hnrnph3	Hacd3	1.0538180249218692
5920	Prorp	Donson	1.0538180249218692
5921	Rnmt	Msrb3	1.0538180249218692
5922	Rps8	Rpl5	1.0538180249218692
5923	Tubb2a	Papolg	1.0538180249218692
5924	Tubb2a	Ercc8	1.0538180249218692
5925	Mrps28	Utp14a	1.0538180249218692
5926	Pura	Btbd1	1.0538180249218692
5927	Msh2	Khdc4	1.0538180249218692
5930	Yars	Magohb	1.0538180249218692
5874	Tpt1	Poldip3	1.0538180249218692
5928	Nhp2	Supv3l1	1.0538180249218692
5902	Heatr3	Chka	1.0538180249218692
5917	Apex1	Prpf38a	1.0538180249218692
5900	Heatr3	Atp1b1	1.0538180249218692
5887	Prdx4	Fn1	1.0538180249218692
5875	Enox1	Ppp1r18	1.0538180249218692
5876	Mki67	Clip3	1.0538180249218692
5877	Mki67	Prkcb	1.0538180249218692
5878	Mki67	Spryd3	1.0538180249218692
5879	Rpl8	Nvl	1.0538180249218692
5880	Rpl8	Apex1	1.0538180249218692
5881	Rps11	Pdk4	1.0538180249218692
5882	Pwp1	Zfp438	1.0538180249218692
5883	Pwp1	Uba52	1.0538180249218692
5884	Pwp2	Zfp820	1.0538180249218692
5885	Pus7l	Mtrf1l	1.0538180249218692
5886	Pus7l	Rbm4b	1.0538180249218692
5929	Purg	Enox1	1.0538180249218692
5888	Mex3b	Ccdc163	1.0538180249218692
5893	Rpl23	Abcf1	1.0538180249218692
5899	Heatr3	Gm38211	1.0538180249218692
5897	Rps24	Snrpb	1.0538180249218692
5896	Tial1	Utp6	1.0538180249218692
5894	Nsun6	Ttn	1.0538180249218692
5895	Dhx35	Lurap1l	1.0538180249218692
5892	Dcp1b	Khdrbs3	1.0538180249218692
5891	Mtrf1l	Pus7l	1.0538180249218692
5890	Uba52	Egr3	1.0538180249218692
5889	Pcbp3	Ptgs2	1.0538180249218692
5898	Rps24	Cpsf3	1.0538180249218692
7387	Pus7l	Rps29	0.3297263084282604
7392	Rpl23	4632427E13Rik	0.3297263084282604
7391	Sub1	Rnf150	0.3297263084282604
7393	Adarb1	Igfbp2	0.3297263084282604
7390	Sub1	Nod2	0.3297263084282604
7389	Arpc1b	Rassf8	0.3297263084282604
7388	Prdx4	Tvp23b	0.3297263084282604
7381	Rpl9	Rps18	0.3297263084282604
7386	Pus7l	Car8	0.3297263084282604
7385	Pus7l	Pdhx	0.3297263084282604
7384	Rps13	Rpl36a	0.3297263084282604
7383	Rrp9	Rpl22l1	0.3297263084282604
7382	Rpl9	Rpl7a	0.3297263084282604
7380	Igf2bp2	Npas3	0.3297263084282604
7379	Rps18	Rpl9	0.3297263084282604
7378	Enox1	Prdx4	0.3297263084282604
7394	Adarb1	Hk2	0.3297263084282604
7400	Hells	Zfp36l1	0.3297263084282604
7395	Tial1	Ddx59	0.3297263084282604
7405	Nsa2	Rps26	0.3297263084282604
7413	Prkra	Zc3h12a	0.3297263084282604
7411	Rae1	Lpar6	0.3297263084282604
7410	Rae1	Cox4i1	0.3297263084282604
7409	Strbp	Yju2	0.3297263084282604
7408	Prpf38a	Gm38211	0.3297263084282604
7407	Rpl18	Spryd3	0.3297263084282604
7412	Zc3h12a	Crebrf	0.3297263084282604
7404	Tpi1	Gigyf1	0.3297263084282604
7396	Tial1	Rps5	0.3297263084282604
7403	Rps27l	Id3	0.3297263084282604
7402	Ptma	Top2a	0.3297263084282604
7401	Fam120c	Ppm1d	0.3297263084282604
7377	Cdk11b	Tpt1	0.3297263084282604
7399	Rrp15	Adamts6	0.3297263084282604
7398	Gtpbp1	Rassf8	0.3297263084282604
7397	Gtpbp1	Prorp	0.3297263084282604
7406	Rpl22l1	Rrp9	0.3297263084282604
7350	Utp6	Peli2	0.3297263084282604
7376	Tpt1	Cdk11b	0.3297263084282604
7346	Hdgf	Rpl23	0.3297263084282604
7354	Rps8	Cep162	0.3297263084282604
7353	Rnmt	Ttc17	0.3297263084282604
7352	Larp1b	Utp25	0.3297263084282604
7351	Larp1b	Txn2	0.3297263084282604
7349	Utp6	Ebf1	0.3297263084282604
7348	Cmss1	Srp19	0.3297263084282604
7347	Cmss1	Sec63	0.3297263084282604
7345	Utp14a	Prdx4	0.3297263084282604
7356	Hic2	Larp1b	0.3297263084282604
7344	Rpl18	Cdk2ap1	0.3297263084282604
7343	Rpl14	Rpl18	0.3297263084282604
7342	Lyar	E2f2	0.3297263084282604
7341	Lyar	Lrrc4c	0.3297263084282604
7415	Glyr1	Mrpl21	0.3297263084282604
7339	Eif3j1	Btbd1	0.3297263084282604
7340	Top2a	Npas3	0.3297263084282604
7355	Mrps28	Aspm	0.3297263084282604
7357	Msh2	Ccn1	0.3297263084282604
7375	Tpt1	Gorab	0.3297263084282604
7367	Adar	Mcm10	0.3297263084282604
7374	Drg1	Hic2	0.3297263084282604
7373	Tra2b	Efna5	0.3297263084282604
7372	Tra2b	Exosc2	0.3297263084282604
7371	Snrpd1	Efcab11	0.3297263084282604
7370	Atp1b1	Lima1	0.3297263084282604
7369	Rps4x	Cdkn1a	0.3297263084282604
7368	Rpl13a	Ifi211	0.3297263084282604
7366	Rbm20	Cenpf	0.3297263084282604
7358	Nup54	Has2	0.3297263084282604
7365	Rpl36a	Gys1	0.3297263084282604
7364	Eif5a	Rps15a	0.3297263084282604
7363	Abcf1	Rpl9	0.3297263084282604
7362	Mrpl12	Nox4	0.3297263084282604
7361	Mthfd1l	Lix1	0.3297263084282604
7360	Srp19	Cmss1	0.3297263084282604
7359	Mrpl28	Ndst3	0.3297263084282604
7414	Utp6	Prdx4	0.3297263084282604
7473	Nvl	Immp2l	0.3297263084282604
7416	Mrps35	Ptcd1	0.3297263084282604
7465	Zfc3h1	Stau1	0.3297263084282604
7472	Mthfd1l	Ccn1	0.3297263084282604
7471	Hk2	Zc3h6	0.3297263084282604
7470	Yju2	Smyd4	0.3297263084282604
7469	Hspb1	Gm37768	0.3297263084282604
7468	Nasp	A630089N07Rik	0.3297263084282604
7467	Nup54	Ptcd1	0.3297263084282604
7466	Hic2	Gbe1	0.3297263084282604
7464	Thoc1	Mrpl19	0.3297263084282604
7475	Mrpl19	Thoc1	0.3297263084282604
7463	Dlat	Thbs1	0.3297263084282604
7462	Nkap	Smyd4	0.3297263084282604
7461	Cmss1	Pdzrn3	0.3297263084282604
7460	Zc3h12a	Rpl34	0.3297263084282604
7459	Nsa2	Cc2d2a	0.3297263084282604
7458	Eif3j1	Nvl	0.3297263084282604
7457	Rack1	Rpl14	0.3297263084282604
7474	Nvl	Eif3j1	0.3297263084282604
7476	Mrpl1	Reck	0.3297263084282604
7417	Prorp	Gtpbp1	0.3297263084282604
7486	Adarb1	Smn1	0.3297263084282604
7492	Thoc2l	Drg2	0.3297263084282604
7337	Ptma	Gm38211	0.3297263084282604
7491	Tfb1m	Ppm1d	0.3297263084282604
7490	Ptma	Tpt1	0.3297263084282604
7489	Gtpbp1	Ddx31	0.3297263084282604
7488	Eif1	Hmgn1	0.3297263084282604
7487	Trir	Peli2	0.3297263084282604
7485	Dcp1b	Gm49356	0.3297263084282604
7477	Mrpl9	Cdk11b	0.3297263084282604
7484	Rpl27	Thoc2l	0.3297263084282604
7483	Uhmk1	Nsa2	0.3297263084282604
7482	Rps11	Cox4i1	0.3297263084282604
7481	Rps18	Setbp1	0.3297263084282604
7480	Ptcd1	Nup54	0.3297263084282604
7479	Mcm5	Cdh11	0.3297263084282604
7478	Mars1	Mcm3	0.3297263084282604
7456	Tars2	Abcf1	0.3297263084282604
7455	Tet2	Il13ra1	0.3297263084282604
7454	Stau1	Zfc3h1	0.3297263084282604
7426	Hspb1	Wrap53	0.3297263084282604
7433	Dcaf13	Snrpd1	0.3297263084282604
7432	Slirp	Nasp	0.3297263084282604
7431	Eif4e2	Khdc4	0.3297263084282604
7430	Isy1	Dcp1b	0.3297263084282604
7429	Cpsf3	Gys1	0.3297263084282604
7428	Hk2	Adarb1	0.3297263084282604
7427	Mrpl28	Lama2	0.3297263084282604
7425	Phb	Sod1	0.3297263084282604
7453	Stau1	Wdhd1	0.3297263084282604
7424	Mrpl37	Mrrf	0.3297263084282604
7423	Msh2	Slc25a4	0.3297263084282604
7422	Rps5	Tial1	0.3297263084282604
