Gene stable ID	Gene Name	NCBI gene (formerly Entrezgene) ID	Type
WBGene00018835	F54F2.7	176238	protein_coding
WBGene00018836	F54F2.9	176241	protein_coding
WBGene00018837	F54G2.1	180562	protein_coding
WBGene00018838	WBGene00018838		pseudogene
WBGene00018839	F54H5.2	186263	protein_coding
WBGene00018840	F54H5.3	186264	protein_coding
WBGene00018841	F54H5.5	186265	protein_coding
WBGene00018842	F54H12.2	186266	protein_coding
WBGene00018844	F54H12.4	186268	protein_coding
WBGene00018845	F54H12.5	186269	protein_coding
WBGene00018846	eef-1B.1	176120	protein_coding
WBGene00018847	marc-6	172986	protein_coding
WBGene00018848	F55A3.2	172985	protein_coding
WBGene00018849	spt-16	172984	protein_coding
WBGene00018850	gpx-8	172983	protein_coding
WBGene00018851	F55A3.6	186271	protein_coding
WBGene00018852	WBGene00018852		pseudogene
WBGene00018853	sec-22	180456	protein_coding
WBGene00018854	nlf-1	180454	protein_coding
WBGene00018855	F55A4.3	186273	protein_coding
WBGene00018856	WBGene00018856		pseudogene
WBGene00018857	stau-1	180455	protein_coding
WBGene00018859	F55A4.7	186275	protein_coding
WBGene00018860	vpat-1	180457	protein_coding
WBGene00018861	cutl-21	180453	protein_coding
WBGene00018862	WBGene00018862		pseudogene
WBGene00018863	F55A12.2	172185	protein_coding
WBGene00018864	F55A12.5	172181	protein_coding
WBGene00018865	F55A12.6	186280	protein_coding
WBGene00018866	nath-10	172182	protein_coding
WBGene00018867	zhp-1	172186	protein_coding
WBGene00018868	F55C7.2	186288	protein_coding
WBGene00018869	rfip-1	173998	protein_coding
WBGene00018870	F55C12.2	186302	protein_coding
WBGene00018871	F55C12.4	173995	protein_coding
WBGene00018872	F55C12.5	173997	protein_coding
WBGene00018873	F55C12.6	186303	protein_coding
WBGene00018874	tag-234	173996	protein_coding
WBGene00018875	F55D1.1	186304	protein_coding
WBGene00018877	aman-1	180749	protein_coding
WBGene00018878	glit-1	180747	protein_coding
WBGene00018879	F55D10.4	186306	protein_coding
WBGene00018880	acc-3	186307	protein_coding
WBGene00018881	F55E10.1	186310	protein_coding
WBGene00018882	F55E10.2	186311	protein_coding
WBGene00018883	F55E10.4	186313	protein_coding
WBGene00018884	WBGene00018884		pseudogene
WBGene00018885	drd-5	186315	protein_coding
WBGene00018886	npr-28	181089	protein_coding
WBGene00018888	F55F1.2	186317	protein_coding
WBGene00018890	F55F8.2	172223	protein_coding
WBGene00018891	F55F8.3	172224	protein_coding
WBGene00018892	cir-1	172225	protein_coding
WBGene00018893	wdr-12	172226	protein_coding
WBGene00018894	mff-2	3565409	protein_coding
WBGene00018895	F55F8.7	172228	protein_coding
WBGene00018896	F55F8.8	186321	protein_coding
WBGene00018897	zipt-2.4	172230	protein_coding
WBGene00018898	F55F10.1	186322	protein_coding
WBGene00018899	F55G1.1	186324	protein_coding
WBGene00018900	rod-1	177520	protein_coding
WBGene00018901	slc-25A18.2	177518	protein_coding
WBGene00018902	F55G1.6	259576	protein_coding
WBGene00018903	F55G1.7	186328	protein_coding
WBGene00018904	pycr-4	177519	protein_coding
WBGene00018906	egas-4	3564809	protein_coding
WBGene00018907	F55G1.15	186329	protein_coding
WBGene00018908	fncm-1	172159	protein_coding
WBGene00018909	slx-1	172157	protein_coding
WBGene00018910	F56A4.2	178721	protein_coding
WBGene00018911	F56A4.3	186346	protein_coding
WBGene00018912	F56A4.4	186347	protein_coding
WBGene00018913	F56A4.5	186348	protein_coding
WBGene00018914	WBGene00018914		pseudogene
WBGene00018915	str-267	186350	protein_coding
WBGene00018917	irld-35	186352	protein_coding
WBGene00018918	F56A4.10	186353	protein_coding
WBGene00018919	WBGene00018919		pseudogene
WBGene00018920	F56A4.12	186355	protein_coding
WBGene00018921	sago-2	171653	protein_coding
WBGene00018923	eme-1	171652	protein_coding
WBGene00018924	F56A11.4	176881	protein_coding
WBGene00018925	F56A11.5	176883	protein_coding
WBGene00018926	F56A11.6	176884	protein_coding
WBGene00018928	F56B3.2	176902	protein_coding
WBGene00018929	WBGene00018929		pseudogene
WBGene00018930	F56B3.6	176906	protein_coding
WBGene00018931	ugt-52	176904	protein_coding
WBGene00018932	mrpl-2	176903	protein_coding
WBGene00018933	F56B3.9	186358	protein_coding
WBGene00018934	F56B3.11	176907	protein_coding
WBGene00018935	skr-18	260116	protein_coding
WBGene00018937	F56B6.6	186359	protein_coding
WBGene00018938	F56C3.1	186360	protein_coding
WBGene00018939	fbxa-190	186361	protein_coding
WBGene00018940	F56C3.3	186362	protein_coding
WBGene00018941	F56C3.4	186363	protein_coding
WBGene00018942	WBGene00018942		pseudogene
WBGene00018943	dgn-2	186365	protein_coding
WBGene00018944	F56C3.7	186366	protein_coding
WBGene00018945	F56C3.8	180477	protein_coding
WBGene00018946	F56C3.9	186367	protein_coding
WBGene00018948	F56C9.3	176036	protein_coding
WBGene00018949	acbp-4	186372	protein_coding
WBGene00018950	F56C9.6	176035	protein_coding
WBGene00018951	F56C9.7	176037	protein_coding
WBGene00018952	F56C9.8	186373	protein_coding
WBGene00018953	F56C9.10	176040	protein_coding
WBGene00018954	lab-2	176039	protein_coding
WBGene00018955	F56C11.3	171611	protein_coding
WBGene00018957	F56C11.5	186374	protein_coding
WBGene00018958	cest-27	171610	protein_coding
WBGene00018959	F56D1.1	186375	protein_coding
WBGene00018960	ilcr-2	173932	protein_coding
WBGene00018961	mrps-16	3565469	protein_coding
WBGene00018963	ucr-1	175772	protein_coding
WBGene00018964	F56D2.2	175770	protein_coding
WBGene00018965	F56D2.3	175769	protein_coding
WBGene00018966	F56D2.5	186378	protein_coding
WBGene00018967	ddx-15	175771	protein_coding
WBGene00018968	F56D2.8	186379	protein_coding
WBGene00018969	F56D3.1	173750	protein_coding
WBGene00018970	clec-68	186388	protein_coding
WBGene00018971	clec-67	177151	protein_coding
WBGene00018972	srz-19	177150	protein_coding
WBGene00018973	srz-20	186389	protein_coding
WBGene00018974	fcho-1	173511	protein_coding
WBGene00018975	F56E10.1	186391	protein_coding
WBGene00018976	daam-1	186392	protein_coding
WBGene00018978	ttr-58	172299	protein_coding
WBGene00018979	ttr-55	186397	protein_coding
WBGene00018980	F56F4.3	186398	protein_coding
WBGene00018981	F56F4.4	186399	protein_coding
WBGene00018982	WBGene00018982		pseudogene
WBGene00018984	F56F10.1	24104657	protein_coding
WBGene00018985	F56F10.2	186404	protein_coding
WBGene00018986	cdo-1	180434	protein_coding
WBGene00018987	lgl-1	180435	protein_coding
WBGene00018988	F56F11.1	186406	protein_coding
WBGene00018989	F56F11.2	186407	protein_coding
WBGene00018990	klf-1	175404	protein_coding
WBGene00018991	F56F11.4	175403	protein_coding
WBGene00018992	WBGene00018992		pseudogene
WBGene00018993	WBGene00018993		pseudogene
WBGene00018994	WBGene00018994		pseudogene
WBGene00018995	ccpp-1	172241	protein_coding
WBGene00018996	F57B9.1	175973	protein_coding
WBGene00018997	F57B9.3	186440	protein_coding
WBGene00018998	flap-1	175964	protein_coding
WBGene00018999	F57B9.8	175967	protein_coding
WBGene00019001	ipgm-1	172376	protein_coding
WBGene00019002	syp-6	172375	protein_coding
WBGene00019003	tmed-3	172372	protein_coding
WBGene00019004	xpg-1	186441	protein_coding
WBGene00019005	F57B10.8	172368	protein_coding
WBGene00019006	spg-20	172369	protein_coding
WBGene00019007	ucr-11	266653	protein_coding
WBGene00019008	pdxk-1	172101	protein_coding
WBGene00019009	clec-90	186446	protein_coding
WBGene00019010	glo-2	186447	protein_coding
WBGene00019011	F57C9.4	172100	protein_coding
WBGene00019012	F57C9.6	186448	protein_coding
WBGene00019013	tofu-4	172098	protein_coding
WBGene00019014	F57C12.2	180406	protein_coding
WBGene00019015	F57F4.1	186453	protein_coding
WBGene00019016	F57F4.2	186454	protein_coding
WBGene00019017	F57F4.4	3564957	protein_coding
WBGene00019018	abts-3	174024	protein_coding
WBGene00019019	frpr-10	186481	protein_coding
WBGene00019020	F57H12.5	177592	protein_coding
WBGene00019021	F57H12.6	177593	protein_coding
WBGene00019022	F58A6.1	186486	protein_coding
WBGene00019023	F58A6.2	186487	protein_coding
WBGene00019024	F58A6.5	173883	protein_coding
WBGene00019025	srb-16	186489	protein_coding
WBGene00019026	F58A6.9	173885	protein_coding
WBGene00019027	srb-12	186490	protein_coding
WBGene00019028	srb-13	3565668	protein_coding
WBGene00019029	F58B6.1	186497	protein_coding
WBGene00019030	exc-6	175277	protein_coding
WBGene00019032	srsx-17	186503	protein_coding
WBGene00019034	fbxb-25	186507	protein_coding
WBGene00019035	fbxb-26	186508	protein_coding
WBGene00019036	irld-36	186509	protein_coding
WBGene00019037	fbxb-17	186510	protein_coding
WBGene00019038	WBGene00019038		pseudogene
WBGene00019039	fbxb-18	186513	protein_coding
WBGene00019040	fbxb-19	186514	protein_coding
WBGene00019041	fbxc-22	173538	protein_coding
WBGene00019042	fbxc-21	186515	protein_coding
WBGene00019043	fbxc-26	186516	protein_coding
WBGene00019044	F58E1.13	186517	protein_coding
WBGene00019045	fbxb-47	186518	protein_coding
WBGene00019046	F58E2.2	186519	protein_coding
WBGene00019047	F58E2.3	177110	protein_coding
WBGene00019048	F58E2.4	186520	protein_coding
WBGene00019049	F58E2.5	186521	protein_coding
WBGene00019050	WBGene00019050		pseudogene
WBGene00019051	srz-23	186523	protein_coding
WBGene00019053	F58F6.5	186531	protein_coding
WBGene00019054	F58F6.6	186532	protein_coding
WBGene00019055	F58F9.1	186533	protein_coding
WBGene00019057	F58F9.3	186534	protein_coding
WBGene00019058	F58F9.4	186536	protein_coding
WBGene00019059	F58F9.6	186537	protein_coding
WBGene00019060	acox-3	177386	protein_coding
WBGene00019061	F58F12.1	174059	protein_coding
WBGene00019062	F58F12.2	186538	protein_coding
WBGene00019063	F58F12.3	186539	protein_coding
WBGene00019064	myo-5	179190	protein_coding
WBGene00019065	F58G4.3	186543	protein_coding
WBGene00019066	sdz-23	186544	protein_coding
WBGene00019067	F58H7.1	186550	protein_coding
WBGene00019068	faah-3	176916	protein_coding
WBGene00019069	lgc-30	186551	protein_coding
WBGene00019070	F58H7.5	186552	protein_coding
WBGene00019072	fbxc-8	186554	protein_coding
WBGene00019073	fbxc-3	186555	protein_coding
WBGene00019074	cpd-1	172206	protein_coding
WBGene00019075	F59A3.2	186575	protein_coding
WBGene00019076	mrpl-24	172204	protein_coding
WBGene00019077	zipt-11	172205	protein_coding
WBGene00019079	rpa-4	186576	protein_coding
WBGene00019080	F59A3.7	186578	protein_coding
WBGene00019081	F59A3.8	186579	protein_coding
WBGene00019082	pup-3	172207	protein_coding
WBGene00019083	WBGene00019083		protein_coding
WBGene00019084	F59A6.2	191710	protein_coding
WBGene00019085	F59A6.3	186581	protein_coding
WBGene00019086	F59A6.4	173865	protein_coding
WBGene00019087	F59A6.5	173864	protein_coding
WBGene00019089	clec-206	186582	protein_coding
WBGene00019090	F59A7.2	178682	protein_coding
WBGene00019091	srab-13	186583	protein_coding
WBGene00019092	F59A7.5	178683	protein_coding
WBGene00019094	F59A7.7	186586	protein_coding
WBGene00019095	WBGene00019095		pseudogene
WBGene00019096	cysl-4	186587	protein_coding
WBGene00019097	F59B1.2	178783	protein_coding
WBGene00019098	F59B1.4	186589	protein_coding
WBGene00019099	F59B1.6	186591	protein_coding
WBGene00019100	F59B1.8	178784	protein_coding
WBGene00019101	F59B1.10	353438	protein_coding
WBGene00019102	F59C12.3	181718	protein_coding
WBGene00019103	F59D6.1	186612	protein_coding
WBGene00019104	asp-7	186613	protein_coding
WBGene00019105	asp-8	178750	protein_coding
WBGene00019106	irld-38	186614	protein_coding
WBGene00019107	WBGene00019107		pseudogene
WBGene00019108	chpf-2	186617	protein_coding
WBGene00019109	F59E11.2	186621	protein_coding
WBGene00019111	F59E11.5	179278	protein_coding
WBGene00019112	F59E11.6	186623	protein_coding
WBGene00019113	F59E11.7	179277	protein_coding
WBGene00019114	WBGene00019114		pseudogene
WBGene00019115	nhr-195	186625	protein_coding
WBGene00019116	nhr-143	186626	protein_coding
WBGene00019117	WBGene00019117		pseudogene
WBGene00019118	F59E12.1	173957	protein_coding
WBGene00019119	F59E12.3	186628	protein_coding
WBGene00019120	npl-4.1	173952	protein_coding
WBGene00019121	npl-4.2	3565577	protein_coding
WBGene00019122	F59E12.6	173951	protein_coding
WBGene00019123	F59E12.8	186629	protein_coding
WBGene00019124	F59E12.9	173953	protein_coding
WBGene00019125	ddl-1	173954	protein_coding
WBGene00019126	sam-4	173955	protein_coding
WBGene00019127	cgt-3	174001	protein_coding
WBGene00019128	F59G1.4	173999	protein_coding
WBGene00019129	F59G1.8	186638	protein_coding
WBGene00019130	gbas-1	173603	protein_coding
WBGene00019131	WBGene00019131		pseudogene
WBGene00019132	bath-19	186640	protein_coding
WBGene00019133	WBGene00019133		pseudogene
WBGene00019134	WBGene00019134		pseudogene
WBGene00019135	WBGene00019135		pseudogene
WBGene00019137	WBGene00019137		pseudogene
WBGene00019138	bath-21	186647	protein_coding
WBGene00019139	bath-1	186648	protein_coding
WBGene00019140	bath-3	186649	protein_coding
WBGene00019141	bath-5	186650	protein_coding
WBGene00019142	btb-4	186651	protein_coding
WBGene00019143	H01M10.1	186663	protein_coding
WBGene00019144	H01M10.2	186664	protein_coding
WBGene00019145	H02F09.2	186666	protein_coding
WBGene00019146	H02F09.3	186667	protein_coding
WBGene00019148	H03E18.1	181103	protein_coding
WBGene00019149	H03E18.2	186673	protein_coding
WBGene00019150	H04J21.1	186681	protein_coding
WBGene00019151	pck-3	177360	protein_coding
WBGene00019152	nspb-6	186682	protein_coding
WBGene00019153	H04M03.3	177359	protein_coding
WBGene00019154	glf-1	177358	protein_coding
WBGene00019155	H04M03.11	186689	protein_coding
WBGene00019156	H04M03.12	186690	protein_coding
WBGene00019157	H05C05.1	259329	protein_coding
WBGene00019158	H05C05.2	175407	protein_coding
WBGene00019159	WBGene00019159		pseudogene
WBGene00019160	nlp-49	180857	protein_coding
WBGene00019162	eif-1.A	177254	protein_coding
WBGene00019163	ubxn-6	177253	protein_coding
WBGene00019164	H06H21.8	186700	protein_coding
WBGene00019165	mpz-4	177255	protein_coding
WBGene00019166	tat-2	177256	protein_coding
WBGene00019167	H06I04.1	175416	protein_coding
WBGene00019168	H06I04.3	175414	protein_coding
WBGene00019169	WBGene00019169		pseudogene
WBGene00019170	H06I04.6	175412	protein_coding
WBGene00019171	fipr-29	3565386	protein_coding
WBGene00019174	H09G03.1	186710	lncRNA
WBGene00019176	WBGene00019176		pseudogene
WBGene00019177	H10D18.1	186713	protein_coding
WBGene00019178	scl-12	186714	protein_coding
WBGene00019179	scl-13	178798	protein_coding
WBGene00019180	H10D18.5	186716	protein_coding
WBGene00019181	WBGene00019181		pseudogene
WBGene00019182	H10E21.1	186718	protein_coding
WBGene00019183	npr-30	186719	protein_coding
WBGene00019184	H10E21.4	175168	protein_coding
WBGene00019185	H10E21.5	175169	protein_coding
WBGene00019186	fbxb-58	186720	protein_coding
WBGene00019187	H11E01.2	186721	protein_coding
WBGene00019188	H11E01.3	180495	protein_coding
WBGene00019189	H11L12.1	186723	protein_coding
WBGene00019190	H12I13.1	186732	protein_coding
WBGene00019192	WBGene00019192		pseudogene
WBGene00019194	H12I13.6	174015	protein_coding
WBGene00019196	H14A12.3	176058	protein_coding
WBGene00019197	H14A12.5	186742	protein_coding
WBGene00019198	strm-1	175358	protein_coding
WBGene00019199	H14E04.2	175356	protein_coding
WBGene00019200	H14E04.3	186743	protein_coding
WBGene00019202	H14N18.2	186745	protein_coding
WBGene00019203	ttr-47	179270	protein_coding
WBGene00019204	H14N18.4	179271	protein_coding
WBGene00019205	kcc-2	177370	protein_coding
WBGene00019207	fgt-1	173525	protein_coding
WBGene00019208	WBGene00019208		pseudogene
WBGene00019209	emc-1	173524	protein_coding
WBGene00019211	H18N23.2	181788	protein_coding
WBGene00019212	zmp-2	175383	protein_coding
WBGene00019213	H20E11.1	177449	protein_coding
WBGene00019214	H20E11.2	186754	protein_coding
WBGene00019215	H20E11.3	177448	protein_coding
WBGene00019216	H20J04.1	173770	protein_coding
WBGene00019217	athp-2	173769	protein_coding
WBGene00019218	madf-3	186755	protein_coding
WBGene00019219	H20J04.4	186756	protein_coding
WBGene00019220	pfd-2	173768	protein_coding
WBGene00019221	H20J04.6	173766	protein_coding
WBGene00019222	H20J04.7	186757	protein_coding
WBGene00019224	gnrr-5	186759	protein_coding
WBGene00019225	bgal-2	180945	protein_coding
WBGene00019226	H22K11.3	186761	protein_coding
WBGene00019227	sgca-1	180946	protein_coding
WBGene00019228	H23L24.1	186762	protein_coding
WBGene00019229	ipla-5	186763	protein_coding
WBGene00019230	ttll-11	177677	protein_coding
WBGene00019231	H23L24.4	186764	protein_coding
WBGene00019232	ugt-13	186766	protein_coding
WBGene00019233	ugt-14	186767	protein_coding
WBGene00019234	ugt-8	186768	protein_coding
WBGene00019235	H23N18.4	186769	protein_coding
WBGene00019236	H23N18.5	186770	protein_coding
WBGene00019237	wdr-62	179326	protein_coding
WBGene00019239	H24K24.2	186774	protein_coding
WBGene00019240	adh-5	178597	protein_coding
WBGene00019241	trm-2A	186775	protein_coding
WBGene00019242	srbc-40	186776	protein_coding
WBGene00019243	fbxb-72	178582	protein_coding
WBGene00019244	H25P19.1	186785	protein_coding
WBGene00019245	sacy-1	172413	protein_coding
WBGene00019246	rpb-5	172412	protein_coding
WBGene00019247	syp-4	172411	protein_coding
WBGene00019248	H27M09.5	186791	protein_coding
WBGene00019249	hrpa-2	180791	protein_coding
WBGene00019250	H28G03.2	180790	protein_coding
WBGene00019251	H28G03.3	186792	protein_coding
WBGene00019253	H31G24.1	186794	protein_coding
WBGene00019254	H31G24.3	186795	protein_coding
WBGene00019255	H32C10.1	186796	protein_coding
WBGene00019257	dhhc-13	186797	protein_coding
WBGene00019259	H34C03.2	177437	protein_coding
WBGene00019260	H34I24.1	175402	protein_coding
WBGene00019261	H34I24.2	175401	protein_coding
WBGene00019262	dmsr-12	186799	protein_coding
WBGene00019263	H35B03.1	186800	protein_coding
WBGene00019264	H35B03.2	177349	protein_coding
WBGene00019265	H35N09.1	181114	protein_coding
WBGene00019266	H35N09.2	186802	protein_coding
WBGene00019267	H39E20.1	186809	protein_coding
WBGene00019268	H41C03.1	173994	protein_coding
WBGene00019269	H41C03.2	186812	protein_coding
WBGene00019270	H41C03.3	173993	protein_coding
WBGene00019272	H42K12.3	180474	protein_coding
WBGene00019273	H43E16.1	174101	protein_coding
WBGene00019274	H43I07.1	178824	protein_coding
WBGene00019275	rpac-40	178823	protein_coding
WBGene00019276	algn-5	178822	protein_coding
WBGene00019277	sgcb-1	186816	protein_coding
WBGene00019278	WBGene00019278		pseudogene
WBGene00019279	K01A2.4	3565272	protein_coding
WBGene00019280	K01A2.5	173418	protein_coding
WBGene00019281	K01A2.6	186818	protein_coding
WBGene00019282	mps-2	173419	protein_coding
WBGene00019283	K01A2.9	186820	protein_coding
WBGene00019284	K01A2.10	173422	protein_coding
WBGene00019285	cbn-1	173423	protein_coding
WBGene00019286	K01A12.2	186831	protein_coding
WBGene00019287	K01A12.3	186832	protein_coding
WBGene00019288	K02A2.1	186856	protein_coding
WBGene00019289	kcc-3	174212	protein_coding
WBGene00019290	K02A2.5	186857	protein_coding
WBGene00019292	K02A6.1	186861	protein_coding
WBGene00019293	K02A6.2	186862	protein_coding
WBGene00019294	K02A6.3	181077	protein_coding
WBGene00019295	pfkb-1.2	177363	protein_coding
WBGene00019296	mcu-1	177362	protein_coding
WBGene00019297	K02B2.6	186865	protein_coding
WBGene00019298	pnp-1	176851	protein_coding
WBGene00019299	snai-1	186874	protein_coding
WBGene00019300	swt-1	186875	protein_coding
WBGene00019301	K02D10.1	176232	protein_coding
WBGene00019302	K02D10.2	186877	protein_coding
WBGene00019303	K02D10.3	186878	protein_coding
WBGene00019304	K02D10.4	176234	protein_coding
WBGene00019305	snap-29	176233	protein_coding
WBGene00019306	K02E7.1	186885	protein_coding
WBGene00019309	K02E7.4	353388	protein_coding
WBGene00019310	WBGene00019310		pseudogene
WBGene00019311	WBGene00019311		pseudogene
WBGene00019312	K02E7.7	186888	protein_coding
WBGene00019313	btb-10	173489	protein_coding
WBGene00019314	K02E7.10	186889	protein_coding
WBGene00019315	K02E7.11	173492	protein_coding
WBGene00019316	K02E7.12	173491	protein_coding
WBGene00019317	K02E10.1	180554	protein_coding
WBGene00019318	K02E10.4	180552	protein_coding
WBGene00019319	K02E10.5	186890	protein_coding
WBGene00019320	K02E10.6	186891	protein_coding
WBGene00019321	K02E10.7	186892	protein_coding
WBGene00019322	ahcy-1	172408	protein_coding
WBGene00019323	teg-4	172406	protein_coding
WBGene00019324	K02F2.5	183992	protein_coding
WBGene00019326	K02F3.2	175242	protein_coding
WBGene00019327	zip-2	175240	protein_coding
WBGene00019328	clec-149	186903	protein_coding
WBGene00019329	ceeh-1	175239	protein_coding
WBGene00019331	dos-3	186905	protein_coding
WBGene00019332	K02F3.9	175241	protein_coding
WBGene00019333	moma-1	175243	protein_coding
WBGene00019334	K02F3.12	175246	protein_coding
WBGene00019335	K02F6.1	186906	protein_coding
WBGene00019337	K02F6.3	3565220	protein_coding
WBGene00019338	K02F6.4	186907	protein_coding
WBGene00019339	K02F6.5	186908	protein_coding
WBGene00019340	K02F6.6	186909	protein_coding
WBGene00019341	K02F6.7	173604	protein_coding
WBGene00019342	K02F6.8	186910	protein_coding
WBGene00019343	nep-18	186911	protein_coding
WBGene00019344	dhhc-10	180745	protein_coding
WBGene00019345	tmem-135	180740	protein_coding
WBGene00019346	K02G10.5	180742	protein_coding
WBGene00019347	mbl-1	186912	protein_coding
WBGene00019348	K02H11.4	186913	protein_coding
WBGene00019349	trx-5	186914	protein_coding
WBGene00019350	K02H11.9	259780	protein_coding
WBGene00019351	lron-7	180991	protein_coding
WBGene00019352	K03A1.4	186916	protein_coding
WBGene00019353	K03B4.1	178859	protein_coding
WBGene00019354	K03B4.2	178858	protein_coding
WBGene00019355	K03B4.4	186919	protein_coding
WBGene00019356	K03B4.6	186921	protein_coding
WBGene00019357	cpg-8	178860	protein_coding
WBGene00019360	neto-1	186950	protein_coding
WBGene00019361	clik-3	186951	protein_coding
WBGene00019362	cdk-2	171911	protein_coding
WBGene00019364	mksr-1	186954	protein_coding
WBGene00019365	rei-2	180461	protein_coding
WBGene00019367	K03H6.1	186962	protein_coding
WBGene00019368	txt-4	176959	protein_coding
WBGene00019369	K03H6.4	186964	protein_coding
WBGene00019370	K03H6.5	186965	protein_coding
WBGene00019371	WBGene00019371		pseudogene
WBGene00019372	K03H9.3	186969	protein_coding
WBGene00019373	K04A8.1	179047	protein_coding
WBGene00019374	WBGene00019374		pseudogene
WBGene00019376	lipl-4	179046	protein_coding
WBGene00019379	WBGene00019379		pseudogene
WBGene00019380	K04C2.2	175960	protein_coding
WBGene00019381	K04C2.3	175958	protein_coding
WBGene00019382	K04C2.5	186982	protein_coding
WBGene00019383	K04E7.1	186986	protein_coding
WBGene00019384	WBGene00019384		pseudogene
WBGene00019385	WBGene00019385		pseudogene
WBGene00019386	irld-42	186993	protein_coding
WBGene00019387	K04F1.8	186994	protein_coding
WBGene00019388	K04F1.9	186995	protein_coding
WBGene00019389	irld-40	186996	protein_coding
WBGene00019390	WBGene00019390		pseudogene
WBGene00019391	irld-11	186998	protein_coding
WBGene00019392	irld-44	186999	protein_coding
WBGene00019393	irld-45	187000	protein_coding
WBGene00019394	K04F10.1	187002	protein_coding
WBGene00019395	K04F10.2	187003	protein_coding
WBGene00019396	K04F10.3	172334	protein_coding
WBGene00019399	K04F10.7	172335	protein_coding
WBGene00019400	K04G7.1	176004	protein_coding
WBGene00019401	nuo-4	176001	protein_coding
WBGene00019402	syf-2	176003	protein_coding
WBGene00019403	K05B2.2	180764	protein_coding
WBGene00019404	K05B2.4	187017	protein_coding
WBGene00019405	K05F1.1	187028	protein_coding
WBGene00019406	acdh-8	173979	protein_coding
WBGene00019407	lect-2	173978	protein_coding
WBGene00019408	K05F1.6	173977	protein_coding
WBGene00019409	K05F1.8	187029	protein_coding
WBGene00019410	K05F1.9	173982	protein_coding
WBGene00019411	K05F1.10	187030	protein_coding
WBGene00019412	fbxb-49	187031	protein_coding
WBGene00019413	fbxb-50	187032	protein_coding
WBGene00019414	fbxb-51	187033	protein_coding
WBGene00019415	K05F6.4	187034	protein_coding
WBGene00019416	fbxb-44	187035	protein_coding
WBGene00019417	fbxb-52	187036	protein_coding
WBGene00019418	fbxb-54	173529	protein_coding
WBGene00019419	K05F6.8	187037	protein_coding
WBGene00019420	fbxb-46	187038	protein_coding
WBGene00019421	K05F6.10	187039	protein_coding
WBGene00019422	K05G3.1	187040	protein_coding
WBGene00019423	K05G3.2	187041	protein_coding
WBGene00019424	aptf-1	187043	protein_coding
WBGene00019425	K06A1.2	187044	protein_coding
WBGene00019426	cutl-16	174065	protein_coding
WBGene00019427	atg-16.2	174067	protein_coding
WBGene00019428	dgk-5	174068	protein_coding
WBGene00019429	K06A5.1	172354	protein_coding
WBGene00019430	K06A5.2	259316	protein_coding
WBGene00019431	K06A5.3	172352	protein_coding
WBGene00019432	knl-2	172350	protein_coding
WBGene00019433	acdh-3	172351	protein_coding
WBGene00019434	nmtn-1	172355	protein_coding
WBGene00019435	K06A9.1	180494	protein_coding
WBGene00019436	K06A9.2	180493	protein_coding
WBGene00019437	K06A9.3	187050	protein_coding
WBGene00019438	cyp-25A6	187059	protein_coding
WBGene00019439	WBGene00019439		pseudogene
WBGene00019441	WBGene00019441		pseudogene
WBGene00019442	K06C4.1	187063	protein_coding
WBGene00019444	frpr-11	187065	protein_coding
WBGene00019445	frpr-12	259953	protein_coding
WBGene00019448	frpr-13	179268	protein_coding
WBGene00019449	K06H6.1	187070	protein_coding
WBGene00019450	K06H6.2	187071	protein_coding
WBGene00019451	nstp-7	187072	protein_coding
WBGene00019452	K06H6.4	187073	protein_coding
WBGene00019453	K06H6.5	187074	protein_coding
WBGene00019454	WBGene00019454		pseudogene
WBGene00019455	K06H7.1	187076	protein_coding
WBGene00019456	K06H7.2	187077	protein_coding
WBGene00019457	vms-1	176141	protein_coding
WBGene00019458	K06H7.7	187078	protein_coding
WBGene00019459	K06H7.8	187079	protein_coding
WBGene00019460	idi-1	176142	protein_coding
WBGene00019461	K07A3.3	171817	protein_coding
WBGene00019462	ccm-2	187085	protein_coding
WBGene00019464	K07B1.4	179314	protein_coding
WBGene00019465	acl-14	179313	protein_coding
WBGene00019466	tos-1	3565833	protein_coding
WBGene00019467	K07B1.7	179318	protein_coding
WBGene00019469	WBGene00019469		pseudogene
WBGene00019470	cyp-35B3	187092	protein_coding
WBGene00019471	cyp-35B2	187093	protein_coding
WBGene00019472	cyp-35B1	178803	protein_coding
WBGene00019473	cyp-35A5	178802	protein_coding
WBGene00019476	timp-1	179199	protein_coding
WBGene00019477	cest-17	179198	protein_coding
WBGene00019478	cri-2	179197	protein_coding
WBGene00019479	K07C11.7	179200	protein_coding
WBGene00019480	K07C11.8	187106	protein_coding
WBGene00019481	cogc-6	179201	protein_coding
WBGene00019482	K07C11.10	179203	protein_coding
WBGene00019483	K07D4.2	187107	protein_coding
WBGene00019484	K07D4.4	187108	protein_coding
WBGene00019485	K07D4.5	187109	protein_coding
WBGene00019486	K07D4.6	187110	protein_coding
WBGene00019487	ephx-1	173742	protein_coding
WBGene00019488	K07D4.9	259430	protein_coding
WBGene00019489	K07E1.1	24104726	protein_coding
WBGene00019490	K07E3.1	181068	protein_coding
WBGene00019491	K07E3.2	187111	protein_coding
WBGene00019492	K07E3.4	181064	protein_coding
WBGene00019493	catp-5	181067	protein_coding
WBGene00019494	WBGene00019494		pseudogene
WBGene00019495	sdz-24	173457	protein_coding
WBGene00019496	frpr-14	187113	protein_coding
