Gene stable ID	Gene Name	NCBI gene (formerly Entrezgene) ID	Type
WBGene00166170	21ur-10798	13202259	sncRNA
WBGene00166171	21ur-14787	13196280	sncRNA
WBGene00166172	21ur-12603	13201083	sncRNA
WBGene00166173	21ur-5927	13194481	sncRNA
WBGene00166174	21ur-13741	13207766	sncRNA
WBGene00166175	21ur-9388	13210884	sncRNA
WBGene00166176	21ur-9216	13208883	sncRNA
WBGene00166177	21ur-6804	13206842	sncRNA
WBGene00166178	21ur-10430	13204945	sncRNA
WBGene00166179	21ur-14513	13211147	sncRNA
WBGene00166180	21ur-8186	13208058	sncRNA
WBGene00166181	21ur-12775	13195323	sncRNA
WBGene00166182	21ur-5694	13208841	sncRNA
WBGene00166183	21ur-14764	13219968	sncRNA
WBGene00166184	21ur-12389	13201528	sncRNA
WBGene00166185	21ur-6527	13193643	sncRNA
WBGene00166186	21ur-12946	13219766	sncRNA
WBGene00166187	21ur-11771	13200591	sncRNA
WBGene00166188	21ur-15223	13194220	sncRNA
WBGene00166189	21ur-13417	13213327	sncRNA
WBGene00166190	21ur-12797	13208122	sncRNA
WBGene00166191	21ur-14072	13202573	sncRNA
WBGene00166192	21ur-13534	13206700	sncRNA
WBGene00166193	21ur-13754	13201965	sncRNA
WBGene00166194	21ur-14939	13205767	sncRNA
WBGene00166195	21ur-12276	13201391	sncRNA
WBGene00166196	21ur-10206	13200164	sncRNA
WBGene00166197	21ur-13571	13208169	sncRNA
WBGene00166198	21ur-14276	13201486	sncRNA
WBGene00166199	21ur-13249	13210164	sncRNA
WBGene00166200	21ur-9665	13201840	sncRNA
WBGene00166201	21ur-5714	13200429	sncRNA
WBGene00166202	21ur-13239	13221700	sncRNA
WBGene00166203	21ur-14148	13210411	sncRNA
WBGene00166204	21ur-13606	13208590	sncRNA
WBGene00166205	21ur-8777	13207684	sncRNA
WBGene00166206	21ur-15010	13217209	sncRNA
WBGene00166207	21ur-9729	13204555	sncRNA
WBGene00166208	21ur-7815	13199922	sncRNA
WBGene00166209	21ur-7884	13200210	sncRNA
WBGene00166210	21ur-6349	13201875	sncRNA
WBGene00166211	21ur-10510	24104307	sncRNA
WBGene00166212	21ur-7370	13204939	sncRNA
WBGene00166213	21ur-12300	13209536	sncRNA
WBGene00166214	21ur-5742	13205139	sncRNA
WBGene00166215	21ur-10548	13206658	sncRNA
WBGene00166216	21ur-8703	13195277	sncRNA
WBGene00166217	21ur-12201	13207905	sncRNA
WBGene00166218	21ur-15470	13210160	sncRNA
WBGene00166219	21ur-12193	13196017	sncRNA
WBGene00166220	21ur-13144	13199254	sncRNA
WBGene00166221	21ur-15328	13222503	sncRNA
WBGene00166222	21ur-14808	13186391	sncRNA
WBGene00166223	21ur-13696	13209765	sncRNA
WBGene00166224	21ur-13244	13202397	sncRNA
WBGene00166225	21ur-10398	24104116	sncRNA
WBGene00166226	21ur-7737	13200693	sncRNA
WBGene00166227	21ur-7029	13206332	sncRNA
WBGene00166228	21ur-9444	13209299	sncRNA
WBGene00166229	21ur-6874	13199272	sncRNA
WBGene00166230	21ur-11613	13199936	sncRNA
WBGene00166231	21ur-14698	13195810	sncRNA
WBGene00166232	21ur-11235	13194758	sncRNA
WBGene00166233	21ur-10736	13206436	sncRNA
WBGene00166234	21ur-12307	13199587	sncRNA
WBGene00166235	21ur-10387	13199715	sncRNA
WBGene00166236	21ur-8267	13205933	sncRNA
WBGene00166237	21ur-6265	13206654	sncRNA
WBGene00166238	21ur-15666	13205799	sncRNA
WBGene00166239	21ur-13113	13203162	sncRNA
WBGene00166240	21ur-15077	13207159	sncRNA
WBGene00166241	21ur-8573	13207126	sncRNA
WBGene00166242	21ur-7904	13210000	sncRNA
WBGene00166243	21ur-12556	13198164	sncRNA
WBGene00166244	21ur-9587	13209914	sncRNA
WBGene00166245	21ur-8649	13204841	sncRNA
WBGene00166246	21ur-6513	13211117	sncRNA
WBGene00166247	21ur-11779	13204684	sncRNA
WBGene00166248	21ur-9206	13200311	sncRNA
WBGene00166249	21ur-7897	13200477	sncRNA
WBGene00166250	21ur-10853	13209030	sncRNA
WBGene00166251	21ur-7139	13202426	sncRNA
WBGene00166252	21ur-11352	13195910	sncRNA
WBGene00166253	21ur-14426	13196144	sncRNA
WBGene00166254	21ur-14544	13193414	sncRNA
WBGene00166255	21ur-14617	13193848	sncRNA
WBGene00166256	21ur-5822	13207210	sncRNA
WBGene00166257	21ur-14774	13205461	sncRNA
WBGene00166258	21ur-6704	24104685	sncRNA
WBGene00166259	21ur-14064	13223694	sncRNA
WBGene00166260	21ur-12354	13200062	sncRNA
WBGene00166261	21ur-8127	13200567	sncRNA
WBGene00166262	21ur-6551	13195338	sncRNA
WBGene00166263	21ur-10490	13201493	sncRNA
WBGene00166264	21ur-12067	13205191	sncRNA
WBGene00166265	21ur-13847	13196277	sncRNA
WBGene00166266	21ur-7554	13195710	sncRNA
WBGene00166267	21ur-7970	13195574	sncRNA
WBGene00166268	21ur-12322	13210588	sncRNA
WBGene00166269	21ur-14438	13214293	sncRNA
WBGene00166270	21ur-14994	13206805	sncRNA
WBGene00166271	21ur-11057	13197962	sncRNA
WBGene00166272	21ur-7378	13204877	sncRNA
WBGene00166273	21ur-8507	13193623	sncRNA
WBGene00166274	21ur-11916	13196118	sncRNA
WBGene00166275	21ur-9819	13193338	sncRNA
WBGene00166276	21ur-14030	13201815	sncRNA
WBGene00166277	21ur-13539	13202125	sncRNA
WBGene00166278	21ur-6864	13196409	sncRNA
WBGene00166279	21ur-8275	13203799	sncRNA
WBGene00166280	21ur-5805	13203448	sncRNA
WBGene00166281	21ur-8503	13206208	sncRNA
WBGene00166282	21ur-11680	13203241	sncRNA
WBGene00166283	21ur-6520	13203993	sncRNA
WBGene00166284	21ur-14392	13210662	sncRNA
WBGene00166285	21ur-11942	13198636	sncRNA
WBGene00166286	21ur-5642	13203199	sncRNA
WBGene00166287	21ur-7016	13193261	sncRNA
WBGene00166288	21ur-15508	13185804	sncRNA
WBGene00166289	21ur-13014	13189983	sncRNA
WBGene00166290	21ur-14744	13182021	sncRNA
WBGene00166291	21ur-11642	13195700	sncRNA
WBGene00166292	21ur-7725	13194418	sncRNA
WBGene00166293	21ur-11322	13206337	sncRNA
WBGene00166294	21ur-10480	13202593	sncRNA
WBGene00166295	21ur-6327	13207171	sncRNA
WBGene00166296	21ur-9942	13194475	sncRNA
WBGene00166297	21ur-12721	13207660	sncRNA
WBGene00166298	21ur-6132	13201289	sncRNA
WBGene00166299	21ur-10230	13202023	sncRNA
WBGene00166300	21ur-13314	13194676	sncRNA
WBGene00166301	21ur-11521	13205774	sncRNA
WBGene00166302	21ur-8650	13208753	sncRNA
WBGene00166303	21ur-13233	13193441	sncRNA
WBGene00166304	21ur-11583	13201011	sncRNA
WBGene00166305	21ur-8835	13195877	sncRNA
WBGene00166306	21ur-8138	13207127	sncRNA
WBGene00166307	21ur-10671	13208030	sncRNA
WBGene00166308	21ur-9091	13202171	sncRNA
WBGene00166309	21ur-5472	13200714	sncRNA
WBGene00166310	21ur-11739	13202742	sncRNA
WBGene00166311	21ur-12330	13224812	sncRNA
WBGene00166312	21ur-12019	13206766	sncRNA
WBGene00166313	21ur-14196	13201671	sncRNA
WBGene00166314	21ur-13317	13209434	sncRNA
WBGene00166315	21ur-11678	13204521	sncRNA
WBGene00166316	21ur-9085	13193534	sncRNA
WBGene00166317	21ur-6910	13195671	sncRNA
WBGene00166318	21ur-12209	13203994	sncRNA
WBGene00166319	21ur-10191	13208425	sncRNA
WBGene00166320	21ur-6840	13207206	sncRNA
WBGene00166321	21ur-6861	13204949	sncRNA
WBGene00166322	21ur-13840	13207275	sncRNA
WBGene00166323	21ur-6917	13195388	sncRNA
WBGene00166324	21ur-8621	13208510	sncRNA
WBGene00166325	21ur-15413	13208792	sncRNA
WBGene00166326	21ur-13322	13205330	sncRNA
WBGene00166327	21ur-9190	13202915	sncRNA
WBGene00166328	21ur-7979	13204024	sncRNA
WBGene00166329	21ur-11402	13204266	sncRNA
WBGene00166330	21ur-8249	13197837	sncRNA
WBGene00166331	21ur-9108	13180306	sncRNA
WBGene00166332	21ur-13866	13179802	sncRNA
WBGene00166333	21ur-6234	13208958	sncRNA
WBGene00166334	21ur-14186	13209386	sncRNA
WBGene00166335	21ur-10229	13201658	sncRNA
WBGene00166336	21ur-10088	13208241	sncRNA
WBGene00166337	21ur-8627	13209817	sncRNA
WBGene00166338	21ur-13211	13208541	sncRNA
WBGene00166339	21ur-5498	13194696	sncRNA
WBGene00166340	21ur-14779	13197107	sncRNA
WBGene00166341	21ur-12761	13208886	sncRNA
WBGene00166342	21ur-9297	13199546	sncRNA
WBGene00166343	21ur-10261	13210867	sncRNA
WBGene00166344	21ur-8659	13207955	sncRNA
WBGene00166345	21ur-12771	13203819	sncRNA
WBGene00166346	21ur-15000	13197803	sncRNA
WBGene00166347	21ur-13088	13203197	sncRNA
WBGene00166348	21ur-15520	13208188	sncRNA
WBGene00166349	21ur-12874	13197402	sncRNA
WBGene00166350	21ur-6908	13193595	sncRNA
WBGene00166351	21ur-8286	13211013	sncRNA
WBGene00166352	21ur-14272	13206541	sncRNA
WBGene00166353	21ur-14020	13204670	sncRNA
WBGene00166354	21ur-5812	13207279	sncRNA
WBGene00166355	21ur-8997	13194835	sncRNA
WBGene00166356	21ur-13671	13193407	sncRNA
WBGene00166357	21ur-8482	13205228	sncRNA
WBGene00166358	21ur-9865	13205457	sncRNA
WBGene00166359	21ur-8463	13210591	sncRNA
WBGene00166360	21ur-12575	13198253	sncRNA
WBGene00166361	21ur-9951	24104165	sncRNA
WBGene00166362	21ur-15434	13205265	sncRNA
WBGene00166363	21ur-9595	13206442	sncRNA
WBGene00166364	21ur-5816	13193460	sncRNA
WBGene00166365	21ur-6034	13205376	sncRNA
WBGene00166366	21ur-5827	13209764	sncRNA
WBGene00166367	21ur-14114	13210904	sncRNA
WBGene00166368	21ur-10098	13198692	sncRNA
WBGene00166369	21ur-6558	13202639	sncRNA
WBGene00166370	21ur-9573	13193109	sncRNA
WBGene00166371	21ur-14202	13209247	sncRNA
WBGene00166372	21ur-14887	13192595	sncRNA
WBGene00166373	21ur-11952	13207758	sncRNA
WBGene00166374	21ur-13227	13198522	sncRNA
WBGene00166375	21ur-15579	13186461	sncRNA
WBGene00166376	21ur-7216	13194413	sncRNA
WBGene00166377	21ur-10793	13210325	sncRNA
WBGene00166378	21ur-12318	13196001	sncRNA
WBGene00166379	21ur-6426	13202542	sncRNA
WBGene00166380	21ur-13326	13186796	sncRNA
WBGene00166381	21ur-14176	13193938	sncRNA
WBGene00166382	21ur-12419	13200856	sncRNA
WBGene00166383	21ur-11588	13194042	sncRNA
WBGene00166384	21ur-5769	13200383	sncRNA
WBGene00166385	21ur-10722	13193892	sncRNA
WBGene00166386	21ur-13397	13201454	sncRNA
WBGene00166387	21ur-9203	13202871	sncRNA
WBGene00166388	21ur-7753	13200844	sncRNA
WBGene00166389	21ur-14918	13203703	sncRNA
WBGene00166390	21ur-13053	13202277	sncRNA
WBGene00166391	21ur-9191	13207035	sncRNA
WBGene00166392	21ur-6762	13207334	sncRNA
WBGene00166393	21ur-11766	13202097	sncRNA
WBGene00166394	21ur-11490	13193887	sncRNA
WBGene00166395	21ur-14603	13206401	sncRNA
WBGene00166396	21ur-15597	13210699	sncRNA
WBGene00166397	21ur-14312	13196336	sncRNA
WBGene00166398	21ur-9187	13205977	sncRNA
WBGene00166399	21ur-11473	13205575	sncRNA
WBGene00166400	21ur-7168	13204336	sncRNA
WBGene00166401	21ur-8809	13209773	sncRNA
WBGene00166402	21ur-13918	13193309	sncRNA
WBGene00166403	21ur-7476	13201424	sncRNA
WBGene00166404	21ur-6845	13200764	sncRNA
WBGene00166405	21ur-15484	13196232	sncRNA
WBGene00166406	21ur-13443	13206986	sncRNA
WBGene00166407	21ur-8087	13210996	sncRNA
WBGene00166408	21ur-8060	13203828	sncRNA
WBGene00166409	21ur-13875	13200905	sncRNA
WBGene00166410	21ur-11153	13193462	sncRNA
WBGene00166411	21ur-7487	13201942	sncRNA
WBGene00166412	21ur-14959	13194860	sncRNA
WBGene00166413	21ur-12186	13196644	sncRNA
WBGene00166414	21ur-12664	13207826	sncRNA
WBGene00166415	21ur-15236	13207523	sncRNA
WBGene00166416	21ur-12138	13194544	sncRNA
WBGene00166417	21ur-14264	13209995	sncRNA
WBGene00166418	21ur-15146	13219723	sncRNA
WBGene00166419	21ur-14303	13203425	sncRNA
WBGene00166420	21ur-10347	13193288	sncRNA
WBGene00166421	21ur-9531	13200106	sncRNA
WBGene00166422	21ur-5481	13203339	sncRNA
WBGene00166423	21ur-9276	13193129	sncRNA
WBGene00166424	21ur-14700	13216152	sncRNA
WBGene00166425	21ur-11941	13207163	sncRNA
WBGene00166426	21ur-9422	13207254	sncRNA
WBGene00166427	21ur-8120	13201319	sncRNA
WBGene00166428	21ur-8227	24104334	sncRNA
WBGene00166429	21ur-9254	13205817	sncRNA
WBGene00166430	21ur-8748	13195983	sncRNA
WBGene00166431	21ur-9505	13205021	sncRNA
WBGene00166432	21ur-13164	13197642	sncRNA
WBGene00166433	21ur-13668	13203676	sncRNA
WBGene00166434	21ur-12043	13201340	sncRNA
WBGene00166435	21ur-8405	13205217	sncRNA
WBGene00166436	21ur-10877	13210449	sncRNA
WBGene00166437	21ur-12441	13206720	sncRNA
WBGene00166438	21ur-8719	13203286	sncRNA
WBGene00166439	21ur-12134	13194520	sncRNA
WBGene00166440	21ur-6207	13204648	sncRNA
WBGene00166441	21ur-15237	13208450	sncRNA
WBGene00166442	21ur-9735	13209772	sncRNA
WBGene00166443	21ur-8924	13209405	sncRNA
WBGene00166444	21ur-13767	13193972	sncRNA
WBGene00166445	21ur-10770	13207928	sncRNA
WBGene00166446	21ur-9013	13197269	sncRNA
WBGene00166447	21ur-10455	13209615	sncRNA
WBGene00166448	21ur-13405	13179164	sncRNA
WBGene00166449	21ur-5844	13206735	sncRNA
WBGene00166450	21ur-14718	13203251	sncRNA
WBGene00166451	21ur-11862	13202112	sncRNA
WBGene00166452	21ur-5953	13209228	sncRNA
WBGene00166453	21ur-6780	13202042	sncRNA
WBGene00166454	21ur-15404	13193352	sncRNA
WBGene00166455	21ur-6786	13209494	sncRNA
WBGene00166456	21ur-13042	13201201	sncRNA
WBGene00166457	21ur-10352	13199207	sncRNA
WBGene00166458	21ur-13497	13208229	sncRNA
WBGene00166459	21ur-13756	13203987	sncRNA
WBGene00166460	21ur-9838	13192883	sncRNA
WBGene00166461	21ur-14834	13208388	sncRNA
WBGene00166462	21ur-10160	13208026	sncRNA
WBGene00166463	21ur-11508	13193917	sncRNA
WBGene00166464	21ur-13728	13201626	sncRNA
WBGene00166465	21ur-8675	13201980	sncRNA
WBGene00166466	21ur-7665	13202129	sncRNA
WBGene00166467	21ur-10556	13204701	sncRNA
WBGene00166468	21ur-13311	13200130	sncRNA
WBGene00166469	21ur-8884	13195699	sncRNA
WBGene00166470	21ur-8282	13199151	sncRNA
WBGene00166471	21ur-9403	13195465	sncRNA
WBGene00166472	21ur-9303	13209902	sncRNA
WBGene00166473	21ur-12898	13193245	sncRNA
WBGene00166474	21ur-13911	13200912	sncRNA
WBGene00166475	21ur-10997	13193328	sncRNA
WBGene00166476	21ur-6588	13207592	sncRNA
WBGene00166477	21ur-7206	13193979	sncRNA
WBGene00166478	21ur-8017	13210681	sncRNA
WBGene00166479	21ur-9846	13203359	sncRNA
WBGene00166480	21ur-8990	13195508	sncRNA
WBGene00166481	21ur-14450	13206272	sncRNA
WBGene00166482	21ur-7916	13199438	sncRNA
WBGene00166483	21ur-12287	13209515	sncRNA
WBGene00166484	21ur-7543	13202762	sncRNA
WBGene00166485	21ur-11925	13208556	sncRNA
WBGene00166486	21ur-8746	13195047	sncRNA
WBGene00166487	21ur-14471	13206482	sncRNA
WBGene00166488	21ur-9039	13200343	sncRNA
WBGene00166489	21ur-9644	13199858	sncRNA
WBGene00166490	21ur-13578	13193648	sncRNA
WBGene00166491	21ur-8448	13194032	sncRNA
WBGene00166492	21ur-6772	13205475	sncRNA
WBGene00166493	21ur-10442	13207502	sncRNA
WBGene00166494	21ur-13731	13206354	sncRNA
WBGene00166495	21ur-8987	13202981	sncRNA
WBGene00166496	21ur-14701	13206145	sncRNA
WBGene00166497	21ur-9958	13202326	sncRNA
WBGene00166498	21ur-5832	13205779	sncRNA
WBGene00166499	21ur-6672	13196138	sncRNA
WBGene00166500	21ur-12280	13191948	sncRNA
WBGene00166501	21ur-10435	13200475	sncRNA
WBGene00166502	21ur-9844	13196347	sncRNA
WBGene00166503	21ur-9554	13202187	sncRNA
WBGene00166504	21ur-5996	13194518	sncRNA
WBGene00166505	21ur-12296	13196156	sncRNA
WBGene00166506	21ur-14005	13211170	sncRNA
WBGene00166507	21ur-5560	13205852	sncRNA
WBGene00166508	21ur-8564	13203318	sncRNA
WBGene00166509	21ur-10447	13193076	sncRNA
WBGene00166510	21ur-11528	13194584	sncRNA
WBGene00166511	21ur-9221	13201826	sncRNA
WBGene00166512	21ur-13484	13204639	sncRNA
WBGene00166513	21ur-9018	13206671	sncRNA
WBGene00166514	21ur-8220	13194422	sncRNA
WBGene00166515	21ur-14404	13210610	sncRNA
WBGene00166516	21ur-13218	13211125	sncRNA
WBGene00166517	21ur-6227	13208884	sncRNA
WBGene00166518	21ur-13364	13195048	sncRNA
WBGene00166519	21ur-13015	13209528	sncRNA
WBGene00166520	21ur-14531	13215304	sncRNA
WBGene00166521	21ur-6338	13207088	sncRNA
WBGene00166522	21ur-12838	13204615	sncRNA
WBGene00166523	21ur-14738	13197665	sncRNA
WBGene00166524	21ur-11838	13209502	sncRNA
WBGene00166525	21ur-14979	13208950	sncRNA
WBGene00166526	21ur-7301	13200147	sncRNA
WBGene00166527	21ur-6983	13194069	sncRNA
WBGene00166528	21ur-7807	13210704	sncRNA
WBGene00166529	21ur-14009	13193378	sncRNA
WBGene00166530	21ur-12943	13209843	sncRNA
WBGene00166531	21ur-13333	13195945	sncRNA
WBGene00166532	21ur-8297	13208336	sncRNA
WBGene00166533	21ur-11319	13207349	sncRNA
WBGene00166534	21ur-15497	13193904	sncRNA
WBGene00166535	21ur-13561	13192180	sncRNA
WBGene00166536	21ur-8492	13200855	sncRNA
WBGene00166537	21ur-8669	13204816	sncRNA
WBGene00166538	21ur-9984	13204904	sncRNA
WBGene00166539	21ur-14792	13197215	sncRNA
WBGene00166540	21ur-14509	13211168	sncRNA
WBGene00166541	21ur-9054	13196163	sncRNA
WBGene00166542	21ur-8520	13208509	sncRNA
WBGene00166543	21ur-6154	13201792	sncRNA
WBGene00166544	21ur-11608	13190054	sncRNA
WBGene00166545	21ur-8907	13199886	sncRNA
WBGene00166546	21ur-8795	13209573	sncRNA
WBGene00166547	21ur-11842	13200663	sncRNA
WBGene00166548	21ur-5949	13210546	sncRNA
WBGene00166549	21ur-14150	13180358	sncRNA
WBGene00166550	21ur-11388	13205677	sncRNA
WBGene00166551	21ur-11198	13203557	sncRNA
WBGene00166552	21ur-12466	13197448	sncRNA
WBGene00166553	21ur-10811	13208436	sncRNA
WBGene00166554	21ur-9390	13200731	sncRNA
WBGene00166555	21ur-6742	13199213	sncRNA
WBGene00166556	21ur-13101	13193142	sncRNA
WBGene00166557	21ur-12397	13209249	sncRNA
WBGene00166558	21ur-8475	13199104	sncRNA
WBGene00166559	21ur-13686	13202072	sncRNA
WBGene00166560	21ur-7315	13194960	sncRNA
WBGene00166561	21ur-14983	13198877	sncRNA
WBGene00166562	21ur-14381	13215541	sncRNA
WBGene00166563	21ur-9979	13206646	sncRNA
WBGene00166564	21ur-10979	13198640	sncRNA
WBGene00166565	21ur-7863	13210162	sncRNA
WBGene00166566	21ur-15347	13205158	sncRNA
WBGene00166567	21ur-13845	13196657	sncRNA
WBGene00166568	21ur-6460	13207014	sncRNA
WBGene00166569	21ur-12246	13195301	sncRNA
WBGene00166570	21ur-8519	13208416	sncRNA
WBGene00166571	21ur-12553	13209926	sncRNA
WBGene00166572	21ur-7811	13202908	sncRNA
WBGene00166573	21ur-5856	13203358	sncRNA
WBGene00166574	21ur-12814	13203758	sncRNA
WBGene00166575	21ur-11964	13210791	sncRNA
WBGene00166576	21ur-6245	13210645	sncRNA
WBGene00166577	21ur-15079	13222552	sncRNA
WBGene00166578	21ur-8470	13210709	sncRNA
WBGene00166579	21ur-15692	13209529	sncRNA
WBGene00166580	21ur-11573	13204699	sncRNA
WBGene00166581	21ur-11272	13208044	sncRNA
WBGene00166582	21ur-9586	13202119	sncRNA
WBGene00166583	21ur-8541	13210990	sncRNA
WBGene00166584	21ur-10254	13208092	sncRNA
WBGene00166585	21ur-7692	13199204	sncRNA
WBGene00166586	21ur-5682	13210994	sncRNA
WBGene00166587	21ur-8428	13194110	sncRNA
WBGene00166588	21ur-5722	13202738	sncRNA
WBGene00166589	21ur-7293	13193454	sncRNA
WBGene00166590	21ur-15351	13204113	sncRNA
WBGene00166591	21ur-12339	13196510	sncRNA
WBGene00166592	21ur-15683	13210505	sncRNA
WBGene00166593	21ur-7896	13201318	sncRNA
WBGene00166594	21ur-12866	13212909	sncRNA
WBGene00166595	21ur-8912	13206411	sncRNA
WBGene00166596	21ur-6539	13200202	sncRNA
WBGene00166597	21ur-13096	13207535	sncRNA
WBGene00166598	21ur-14241	13201317	sncRNA
WBGene00166599	21ur-7150	13200216	sncRNA
WBGene00166600	21ur-11560	13205448	sncRNA
WBGene00166601	21ur-14248	13209984	sncRNA
WBGene00166602	21ur-9974	13202884	sncRNA
WBGene00166603	21ur-9319	13194809	sncRNA
WBGene00166604	21ur-14445	13206173	sncRNA
WBGene00166605	21ur-8741	13196413	sncRNA
WBGene00166606	21ur-14577	13209366	sncRNA
WBGene00166607	21ur-13390	13199157	sncRNA
WBGene00166608	21ur-8383	13193590	sncRNA
WBGene00166609	21ur-6193	13200689	sncRNA
WBGene00166610	21ur-9812	13202504	sncRNA
WBGene00166611	21ur-11732	13202307	sncRNA
WBGene00166612	21ur-12867	13208908	sncRNA
WBGene00166613	21ur-15072	13210136	sncRNA
WBGene00166614	21ur-9660	13209476	sncRNA
WBGene00166615	21ur-7258	13194512	sncRNA
WBGene00166616	21ur-6959	13206781	sncRNA
WBGene00166617	21ur-9175	13203334	sncRNA
WBGene00166618	21ur-9851	13201247	sncRNA
WBGene00166619	21ur-10355	13210938	sncRNA
WBGene00166620	21ur-6069	13208546	sncRNA
WBGene00166621	21ur-7266	13205547	sncRNA
WBGene00166622	21ur-15603	13207421	sncRNA
WBGene00166623	21ur-11073	13195670	sncRNA
WBGene00166624	21ur-10306	13204081	sncRNA
WBGene00166625	21ur-12048	13202535	sncRNA
WBGene00166626	21ur-14565	13206198	sncRNA
WBGene00166627	21ur-9658	13204676	sncRNA
WBGene00166628	21ur-9098	13195283	sncRNA
WBGene00166629	21ur-13074	13193138	sncRNA
WBGene00166630	21ur-12520	13207993	sncRNA
WBGene00166631	21ur-13698	13208302	sncRNA
WBGene00166632	21ur-8411	13179190	sncRNA
WBGene00166633	21ur-15187	13199491	sncRNA
WBGene00166634	21ur-12801	13193910	sncRNA
WBGene00166635	21ur-8844	13208874	sncRNA
WBGene00166636	21ur-7935	13210483	sncRNA
WBGene00166637	21ur-7744	13210286	sncRNA
WBGene00166638	21ur-8919	13201739	sncRNA
WBGene00166639	21ur-12885	13200709	sncRNA
WBGene00166640	21ur-11132	13196314	sncRNA
WBGene00166641	21ur-7959	13206217	sncRNA
WBGene00166642	21ur-12688	24105171	sncRNA
WBGene00166643	21ur-8692	13205280	sncRNA
WBGene00166644	21ur-9569	13196299	sncRNA
WBGene00166645	21ur-7608	13200473	sncRNA
WBGene00166646	21ur-8141	13201876	sncRNA
WBGene00166647	21ur-5615	13199970	sncRNA
WBGene00166648	21ur-12425	13205375	sncRNA
WBGene00166649	21ur-9805	13194649	sncRNA
WBGene00166650	21ur-6871	13205183	sncRNA
WBGene00166651	21ur-15394	13199114	sncRNA
WBGene00166652	21ur-10122	13202644	sncRNA
WBGene00166653	21ur-15337	13200030	sncRNA
WBGene00166654	21ur-13951	13197401	sncRNA
WBGene00166655	21ur-14468	13205463	sncRNA
WBGene00166656	21ur-10222	13206653	sncRNA
WBGene00166657	21ur-8082	13210335	sncRNA
WBGene00166658	21ur-8548	13194048	sncRNA
WBGene00166659	21ur-11662	24104117	sncRNA
WBGene00166660	21ur-6945	13202521	sncRNA
WBGene00166661	21ur-14159	13222017	sncRNA
WBGene00166662	21ur-7242	13194093	sncRNA
WBGene00166663	21ur-7044	13201477	sncRNA
WBGene00166664	21ur-14949	13197384	sncRNA
WBGene00166665	21ur-6920	13201669	sncRNA
WBGene00166666	21ur-13410	13202893	sncRNA
WBGene00166667	21ur-11035	13210430	sncRNA
WBGene00166668	21ur-13611	13200945	sncRNA
WBGene00166669	21ur-8902	13209549	sncRNA
WBGene00166670	21ur-14388	13203674	sncRNA
WBGene00166671	21ur-10888	13208120	sncRNA
WBGene00166672	21ur-13761	13201927	sncRNA
WBGene00166673	21ur-5650	13195321	sncRNA
WBGene00166674	21ur-14082	13205161	sncRNA
WBGene00166675	21ur-14012	13203423	sncRNA
WBGene00166676	21ur-10141	13209399	sncRNA
WBGene00166677	21ur-15623	13203699	sncRNA
WBGene00166678	21ur-10159	13195591	sncRNA
WBGene00166679	21ur-13191	13208881	sncRNA
WBGene00166680	21ur-11827	13215823	sncRNA
WBGene00166681	21ur-8637	13210365	sncRNA
WBGene00166682	21ur-13553	13210793	sncRNA
WBGene00166683	21ur-10170	13207340	sncRNA
WBGene00166684	21ur-11139	13210038	sncRNA
WBGene00166685	21ur-10173	13201580	sncRNA
WBGene00166686	21ur-15247	13196452	sncRNA
WBGene00166687	21ur-13493	13194883	sncRNA
WBGene00166688	21ur-8040	13206586	sncRNA
WBGene00166689	21ur-10754	13210486	sncRNA
WBGene00166690	21ur-11501	13208275	sncRNA
WBGene00166691	21ur-11379	13210775	sncRNA
WBGene00166692	21ur-12400	13202356	sncRNA
WBGene00166693	21ur-8977	13208600	sncRNA
WBGene00166694	21ur-8212	13203040	sncRNA
