Gene stable ID	Gene Name	Xenbase ID	NCBI gene (formerly Entrezgene) accession	NCBI gene (formerly Entrezgene) ID	Type
ENSXETG00000046878	ENSXETG00000046878				protein_coding
ENSXETG00000048380	ENSXETG00000048380				protein_coding
ENSXETG00000004222	adora2a	XB-GENE-970783	adora2a	100127551	protein_coding
ENSXETG00000045261	ccdc177	XB-GENE-6462825	ccdc177	100496741	protein_coding
ENSXETG00000019634	lig3	XB-GENE-5788004	lig3	549105	protein_coding
ENSXETG00000046189	ENSXETG00000046189		LOC100496797	100496797	protein_coding
ENSXETG00000004498	magt1	XB-GENE-998606	magt1	100379785	protein_coding
ENSXETG00000003372	ppp1r9b	XB-GENE-492591	ppp1r9b	100490992	protein_coding
ENSXETG00000048171	ENSXETG00000048171		LOC116408211	116408211	protein_coding
ENSXETG00000000956	tll1	XB-GENE-479941	tll1	493401	protein_coding
ENSXETG00000005367	ENSXETG00000005367		LOC100485997	100485997	protein_coding
ENSXETG00000013464	rimkla	XB-GENE-989370	rimkla	100145548	protein_coding
ENSXETG00000047005	XB5896658 [provisional:stx3]	XB-GENE-5896659	XB5896658	100494194	protein_coding
ENSXETG00000004083	has1l	XB-GENE-22062960	has1l	100491673	protein_coding
ENSXETG00000004225	upb1	XB-GENE-976127	upb1	100145317	protein_coding
ENSXETG00000000890	ENSXETG00000000890		LOC100485695	100485695	protein_coding
ENSXETG00000017883	susd6	XB-GENE-986596	susd6	548989	protein_coding
ENSXETG00000007178	kdm5c	XB-GENE-1033025	kdm5c	780176	protein_coding
ENSXETG00000023578	ENSXETG00000023578				protein_coding
ENSXETG00000010910	sh3bp4	XB-GENE-970857	sh3bp4	496599	protein_coding
ENSXETG00000002946	coq7	XB-GENE-941459	coq7	548822	protein_coding
ENSXETG00000016260	rcan2	XB-GENE-945556	rcan2	496648	protein_coding
ENSXETG00000036501	ENSXETG00000036501		LOC100490228	100490228	protein_coding
ENSXETG00000044889	tent5d	XB-GENE-1013784	tent5d	100494671	protein_coding
ENSXETG00000015018	fam166c	XB-GENE-977646	fkbp7	496687	protein_coding
ENSXETG00000005415	rap2c	XB-GENE-489027	rap2c	549652	protein_coding
ENSXETG00000048466	ENSXETG00000048466		LOC100485541	100485541	protein_coding
ENSXETG00000002555	csnk2a1	XB-GENE-959752	csnk2a1	100498392	protein_coding
ENSXETG00000018823	stk36	XB-GENE-5998666	stk36	100216223	protein_coding
ENSXETG00000024472	c5ar1	XB-GENE-969721	c5ar1	100379958	protein_coding
ENSXETG00000045378	mocs1	XB-GENE-997237	mocs1	100493519	protein_coding
ENSXETG00000046721	ENSXETG00000046721		LOC100491504	100491504	protein_coding
ENSXETG00000040903	hes5.1	XB-GENE-481135	hes5.1	733463	protein_coding
ENSXETG00000009641	trmt12	XB-GENE-992761	trmt12	100380191	protein_coding
ENSXETG00000003371	lsm12	XB-GENE-5780031	lsm12	394627	protein_coding
ENSXETG00000045022	ENSXETG00000045022				protein_coding
ENSXETG00000036975	pycard	XB-GENE-5896431	pycard	100127742	protein_coding
ENSXETG00000041754	ENSXETG00000041754				protein_coding
ENSXETG00000046599	ENSXETG00000046599				protein_coding
ENSXETG00000004230	gucd1	XB-GENE-941300	gucd1	549213	protein_coding
ENSXETG00000007510	hspe1	XB-GENE-963412	hspe1	448701	protein_coding
ENSXETG00000010087	kmt2a	XB-GENE-922912	kmt2a	100135006	protein_coding
ENSXETG00000037546	clec19a	XB-GENE-6049079	clec19a	100491258	protein_coding
ENSXETG00000045694	KCNS2		kcns2	101732753	protein_coding
ENSXETG00000030986	fancm	XB-GENE-994655	fancm	100494932	protein_coding
ENSXETG00000014207	cuedc2	XB-GENE-1015746	cuedc2	100145279	protein_coding
ENSXETG00000037720	crp.2		crp.2	496975	protein_coding
ENSXETG00000016075	bahd1	XB-GENE-1008672	bahd1	100496335	protein_coding
ENSXETG00000043703	ENSXETG00000043703				pseudogene
ENSXETG00000001072	tbc1d7	XB-GENE-489046	tbc1d7	549086	protein_coding
ENSXETG00000036242	ENSXETG00000036242				protein_coding
ENSXETG00000039504	ENSXETG00000039504		fpr3	100490830	protein_coding
ENSXETG00000010323	anks3	XB-GENE-999239	anks3	100380077	protein_coding
ENSXETG00000024793	p2ry10	XB-GENE-967610	p2ry10	100495529	protein_coding
ENSXETG00000009640	prrg3	XB-GENE-946420	prrg3	100495175	protein_coding
ENSXETG00000023451	tor4a	XB-GENE-975360	tor4a	594988	protein_coding
ENSXETG00000007920	porcn	XB-GENE-921337	porcn	394996	protein_coding
ENSXETG00000013466	foxj3	XB-GENE-481185	foxj3	100126207	protein_coding
ENSXETG00000022122	chmp1b	XB-GENE-5822036	chmp1b	448582	protein_coding
ENSXETG00000004369	rad54l	XB-GENE-979988	rad54l	407922	protein_coding
ENSXETG00000042276	esyt3	XB-GENE-5746165	esyt3	496831	protein_coding
ENSXETG00000045475	ENSXETG00000045475				protein_coding
ENSXETG00000036768	pjvk	XB-GENE-6041438	pjvk	100485115	protein_coding
ENSXETG00000015141	stard3	XB-GENE-5799234	stard3	448505	protein_coding
ENSXETG00000002302	dhx58	XB-GENE-992480	dhx58	100492559	protein_coding
ENSXETG00000032824	g6pc3.1	XB-GENE-977583	g6pc3.1	779477	protein_coding
ENSXETG00000040015	ENSXETG00000040015				protein_coding
ENSXETG00000017647	prrg2	XB-GENE-945900	prrg2	448457	protein_coding
ENSXETG00000046251	ENSXETG00000046251				protein_coding
ENSXETG00000039105	bloc1s3	XB-GENE-1014700	bloc1s3	100380098	protein_coding
ENSXETG00000049162	ENSXETG00000049162		LOC101732071	101732071	protein_coding
ENSXETG00000036399	ENSXETG00000036399				protein_coding
ENSXETG00000006294	prss36	XB-GENE-5892976	prss36	448231	protein_coding
ENSXETG00000019624	slc26a11	XB-GENE-955145	slc26a11	100486579	protein_coding
ENSXETG00000041327	ngly1	XB-GENE-963941	ngly1	100488447	protein_coding
ENSXETG00000006263	gfi1b	XB-GENE-944426	gfi1b	100489910	protein_coding
ENSXETG00000002557	tcf15	XB-GENE-488935	tcf15	549260	protein_coding
ENSXETG00000031556	erfe	XB-GENE-942302	erfe	779841	protein_coding
ENSXETG00000015951	rad51	XB-GENE-1016881	rad51	549147	protein_coding
ENSXETG00000047726	ENSXETG00000047726				protein_coding
ENSXETG00000038422	ENSXETG00000038422				protein_coding
ENSXETG00000003271	trpm8b	XB-GENE-12442826	trpm8b	100302009	protein_coding
ENSXETG00000043902	rab22a	XB-GENE-489606	rab22a	733939	protein_coding
ENSXETG00000008852	supv3l1	XB-GENE-989015	supv3l1	100495688	protein_coding
ENSXETG00000046243	arfrp1	XB-GENE-6251245	arfrp1	394772	protein_coding
ENSXETG00000017880	gpr176	XB-GENE-5875770	gpr176	100124920	protein_coding
ENSXETG00000043958	ENSXETG00000043958				protein_coding
ENSXETG00000007822	lrfn2	XB-GENE-6035533	lrfn2	100491687	protein_coding
ENSXETG00000024073	clic1	XB-GENE-479419	clic1	394484	protein_coding
ENSXETG00000034158	XB5936512 [provisional]	XB-GENE-5936513	XB5936512	100144969	protein_coding
ENSXETG00000019195	arhgap30	XB-GENE-5915753	arhgap30	100496292	protein_coding
ENSXETG00000045484	ENSXETG00000045484				protein_coding
ENSXETG00000009388	fbxw7	XB-GENE-973335	fbxw7	100145670	protein_coding
ENSXETG00000035926	ENSXETG00000035926				protein_coding
ENSXETG00000003049	ENSXETG00000003049		LOC100493841	100493841	protein_coding
ENSXETG00000033856	ENSXETG00000033856				protein_coding
ENSXETG00000025116	actb	XB-GENE-490883	actb	407952	protein_coding
ENSXETG00000046389	sbk1	XB-GENE-5816218	sbk1	100125030	protein_coding
ENSXETG00000032173	prdm10	XB-GENE-985864	prdm10	100216084	protein_coding
ENSXETG00000021115	avl9	XB-GENE-5787939	avl9	780127	protein_coding
ENSXETG00000030049	cnga2	XB-GENE-992758	cnga2	100494874	protein_coding
ENSXETG00000034437	ENSXETG00000034437				protein_coding
ENSXETG00000012224	gmfb	XB-GENE-6077246	gmfb	549756	protein_coding
ENSXETG00000048817	abt1	XB-GENE-5916363	abt1	100145601	protein_coding
ENSXETG00000001281	gaa	XB-GENE-6054131	gaa	100495955	protein_coding
ENSXETG00000035778	XB5832479 [provisional:cdc25c]	XB-GENE-5832480	XB5832479	100497395	protein_coding
ENSXETG00000014210	fbxl15	XB-GENE-973058	fbxl15	496536	protein_coding
ENSXETG00000048101	ENSXETG00000048101		LOC108648841	108648841	protein_coding
ENSXETG00000043609	SRXN1		srxn1	116408042	protein_coding
ENSXETG00000024904	apcs.2	XB-GENE-6051096	apcs.2	100485832	protein_coding
ENSXETG00000034563	ENSXETG00000034563		LOC100489149	100489149	protein_coding
ENSXETG00000044081	ENSXETG00000044081				protein_coding
ENSXETG00000032441	syt17	XB-GENE-949409	syt17	100125097	protein_coding
ENSXETG00000010691	mpg	XB-GENE-6258135	mpg	549932	protein_coding
ENSXETG00000015938	cyp1c1		cyp1c1	100496802	protein_coding
ENSXETG00000019291	glb1	XB-GENE-1001126	glb1	496447	protein_coding
ENSXETG00000036175	prkra	XB-GENE-940706	prkra	100379994	protein_coding
ENSXETG00000039783	mis18bp1	XB-GENE-6468517	mis18bp1	100497801	protein_coding
ENSXETG00000036956	polr2i	XB-GENE-922120	polr2i	100101756	protein_coding
ENSXETG00000019651	sgsh	XB-GENE-1005174	sgsh	100145064	protein_coding
ENSXETG00000024787	htr2c	XB-GENE-967634	htr2c	100496012	protein_coding
ENSXETG00000038074	ENSXETG00000038074				protein_coding
ENSXETG00000018815	rnf25	XB-GENE-994718	rnf25	496760	protein_coding
ENSXETG00000045155	ENSXETG00000045155				protein_coding
ENSXETG00000012118	klhl30	XB-GENE-1011185	klhl30	100124817	protein_coding
ENSXETG00000047376	SCRT2		LOC116407977	116407977	protein_coding
ENSXETG00000022502	supt7l	XB-GENE-945813	supt7l	394617	protein_coding
ENSXETG00000036333	ENSXETG00000036333		LOC101730595	101730595	protein_coding
ENSXETG00000005683	ENSXETG00000005683		LOC100498399	100498399	protein_coding
ENSXETG00000006261	spaca9	XB-GENE-1012283	spaca9	779836	protein_coding
ENSXETG00000040302	nat9	XB-GENE-968973	nat9	100495076	protein_coding
ENSXETG00000023277	znf385c	XB-GENE-6258007	znf385c	779834	protein_coding
ENSXETG00000032079	ENSXETG00000032079		LOC100496402	100496402	protein_coding
ENSXETG00000047186	SLC35A2		slc35a2	116406619	protein_coding
ENSXETG00000047354	zgpat	XB-GENE-6257472	zgpat	549198	protein_coding
ENSXETG00000019768	hprt1	XB-GENE-1014679	hprt1	394936	protein_coding
ENSXETG00000040793	ENSXETG00000040793				protein_coding
ENSXETG00000042667	ENSXETG00000042667				protein_coding
ENSXETG00000043862	ENSXETG00000043862		pydc1	101733721	protein_coding
ENSXETG00000005016	wrap73	XB-GENE-5750870	wrap73	394624	protein_coding
ENSXETG00000003365	hdac5	XB-GENE-488749	hdac5	100487783	protein_coding
ENSXETG00000006746	slc52a3	XB-GENE-6032791	slc52a3	100486825	protein_coding
ENSXETG00000017868	chrm5	XB-GENE-986590	chrm5	100498518	protein_coding
ENSXETG00000045270	adnp	XB-GENE-852807	adnp	733895	protein_coding
ENSXETG00000010326	xpo6	XB-GENE-493618	xpo6	100491765	protein_coding
ENSXETG00000048447	ENSXETG00000048447		LOC101730595	101730595	protein_coding
ENSXETG00000003433	pgam1	XB-GENE-1007742	pgam1	100144939	protein_coding
ENSXETG00000019896	oxsm	XB-GENE-949586	oxsm	779998	protein_coding
ENSXETG00000024786	il13ra2	XB-GENE-492772	il13ra2	100496319	protein_coding
ENSXETG00000038796	ENSXETG00000038796		LOC100496280	100496280	protein_coding
ENSXETG00000019070	tbcb	XB-GENE-489743	tbcb	100038107	protein_coding
ENSXETG00000019652	card14	XB-GENE-989887	card14	100486738	protein_coding
ENSXETG00000036402	ENSXETG00000036402		LOC100485239	100485239	protein_coding
ENSXETG00000021117	kbtbd2	XB-GENE-1012666	kbtbd2	100380094	protein_coding
ENSXETG00000043075	ENSXETG00000043075				protein_coding
ENSXETG00000023452	ddr2l	XB-GENE-5884186	ddr2l	779954	protein_coding
ENSXETG00000033071	ENSXETG00000033071				protein_coding
ENSXETG00000008848	vps26a	XB-GENE-944860	vps26a	549925	protein_coding
ENSXETG00000041515	ENSXETG00000041515		LOC116411675	116411675	protein_coding
ENSXETG00000021550	rmdn3	XB-GENE-5892549	rmdn3	100170170	protein_coding
ENSXETG00000036060	bcl7c	XB-GENE-6257729	bcl7c	100158618	protein_coding
ENSXETG00000042550	ENSXETG00000042550		LOC100490671	100490671	protein_coding
ENSXETG00000039296	efhd2	XB-GENE-954641	efhd2	496711	protein_coding
ENSXETG00000042730	vapb	XB-GENE-6258854	vapb	394500	protein_coding
ENSXETG00000045458	ENSXETG00000045458				protein_coding
ENSXETG00000027743	XB5727064 [provisional]	XB-GENE-5727065	XB5727064	100145161	protein_coding
ENSXETG00000003434	exosc1	XB-GENE-959661	exosc1	100170616	protein_coding
ENSXETG00000038670	PSD		psd	100497998	protein_coding
ENSXETG00000023691	unc80	XB-GENE-5889669	unc80	779473	protein_coding
ENSXETG00000048855	ENSXETG00000048855		LOC100495396	100495396	protein_coding
ENSXETG00000023771	kcnd1	XB-GENE-6047565	kcnd1	100488387	protein_coding
ENSXETG00000021119	velo1	XB-GENE-5934627	velo1	100270674	protein_coding
ENSXETG00000042285	ENSXETG00000042285				protein_coding
ENSXETG00000012869	sptan1	XB-GENE-986854	sptan1	100036647	protein_coding
ENSXETG00000033328	gpr4	XB-GENE-940812	gpr4	100490705	protein_coding
ENSXETG00000002298	znf385c	XB-GENE-6258007	znf385c	779834	protein_coding
ENSXETG00000043749	ENSXETG00000043749		LOC100496047	100496047	protein_coding
ENSXETG00000041332	ENSXETG00000041332				protein_coding
ENSXETG00000011749	adgrb3	XB-GENE-988192	adgrb3	100486275	protein_coding
ENSXETG00000043638	ENSXETG00000043638				protein_coding
ENSXETG00000045570	FAM110A		fam110a	116407983	protein_coding
ENSXETG00000012858	degs3	XB-GENE-5801015	degs3	394549	protein_coding
ENSXETG00000019904	lrrc3b	XB-GENE-960247	lrrc3b	100488288	protein_coding
ENSXETG00000018792	armc5	XB-GENE-920255	armc5	100496435	protein_coding
ENSXETG00000048428	ENSXETG00000048428				protein_coding
ENSXETG00000044017	ENSXETG00000044017		LOC105945998	105945998	protein_coding
ENSXETG00000025599	ENSXETG00000025599				protein_coding
ENSXETG00000030603	ENSXETG00000030603				protein_coding
ENSXETG00000010112	ube4a	XB-GENE-922256	ube4a	100101757	protein_coding
ENSXETG00000041827	ENSXETG00000041827				protein_coding
ENSXETG00000017866	aven	XB-GENE-6456683	aven	100127635	protein_coding
ENSXETG00000033757	dnaaf6	XB-GENE-992769	dnaaf6	100127880	protein_coding
ENSXETG00000040230	bcas4	XB-GENE-6042413	bcas4	100490358	protein_coding
ENSXETG00000006260	ak8	XB-GENE-5831327	ak8	394708	protein_coding
ENSXETG00000006842	tmem104	XB-GENE-5725015	tmem104	548779	protein_coding
ENSXETG00000007136	ENSXETG00000007136				protein_coding
ENSXETG00000018240	opa3	XB-GENE-941637	opa3	100485565	protein_coding
ENSXETG00000049313	psmf1	XB-GENE-6455206	psmf1	100216230	protein_coding
ENSXETG00000022503	slc4a1ap	XB-GENE-478512	slc4a1ap	100494917	protein_coding
ENSXETG00000037934	ENSXETG00000037934		LOC101732565	101732565	protein_coding
ENSXETG00000031617	rhbdf1	XB-GENE-6083739	rhbdf1	100494777	protein_coding
ENSXETG00000049096	ENSXETG00000049096				protein_coding
ENSXETG00000006863	has2	XB-GENE-5775581	has2	100145711	protein_coding
ENSXETG00000021121	rp9	XB-GENE-944905	rp9	496684	protein_coding
ENSXETG00000003436	zdhhc16	XB-GENE-957764	zdhhc16	100145301	protein_coding
ENSXETG00000045959	iffo2	XB-GENE-963325	iffo2	100144962	protein_coding
ENSXETG00000036579	ctgfl	XB-GENE-483970	ctgfl	100488117	protein_coding
ENSXETG00000049273	vti1a	XB-GENE-5916205	vti1a	779677	protein_coding
ENSXETG00000043058	ENSXETG00000043058				protein_coding
ENSXETG00000013468	tmem51	XB-GENE-954627	tmem51	734037	protein_coding
ENSXETG00000025578	tmem82	XB-GENE-5916313	tmem82	549032	protein_coding
ENSXETG00000012173	ccdc9	XB-GENE-5900021	ccdc9	100492683	protein_coding
ENSXETG00000045341	ENSXETG00000045341				protein_coding
ENSXETG00000034167	gatb	XB-GENE-983472	gatb	100486675	protein_coding
ENSXETG00000034466	ENSXETG00000034466		ahnak2	101730314	protein_coding
ENSXETG00000040385	pard6b	XB-GENE-489861	pard6b	733488	protein_coding
ENSXETG00000005368	c6orf118	XB-GENE-974228	c6orf118	779868	protein_coding
ENSXETG00000019657	rfng	XB-GENE-483389	rfng	100486895	protein_coding
ENSXETG00000018791	tgfb1i1	XB-GENE-493249	tgfb1i1	100038241	protein_coding
ENSXETG00000037854	ENSXETG00000037854		LOC101732008	101732008	protein_coding
ENSXETG00000033355	atp7a	XB-GENE-1010489	atp7a	100170482	protein_coding
ENSXETG00000002295	dnajc7	XB-GENE-946345	dnajc7	448421	protein_coding
ENSXETG00000041300	ENSXETG00000041300				protein_coding
ENSXETG00000038237	ENSXETG00000038237				protein_coding
ENSXETG00000043822	ENSXETG00000043822				protein_coding
ENSXETG00000045946	nme4	XB-GENE-5926500	nme4	734101	protein_coding
ENSXETG00000022889	zbbx	XB-GENE-6035116	zbbx	100496198	protein_coding
ENSXETG00000010141	lrch2	XB-GENE-5753506	lrch2	549134	protein_coding
ENSXETG00000027499	nusap1	XB-GENE-479486	nusap1	594881	protein_coding
ENSXETG00000035013	ENSXETG00000035013		LOC100485074	100485074	protein_coding
ENSXETG00000006297	ENSXETG00000006297				protein_coding
ENSXETG00000005015	tprg1l	XB-GENE-5849057	tprg1l	496974	protein_coding
ENSXETG00000045184	ENSXETG00000045184				protein_coding
ENSXETG00000010195	stkld1	XB-GENE-996507	stkld1	100491915	protein_coding
ENSXETG00000009392	pnpla3	XB-GENE-951017	fhip1a	100486834	protein_coding
ENSXETG00000024454	rtn2	XB-GENE-941644	rtn2	100135745	protein_coding
ENSXETG00000019293	ankzf1	XB-GENE-984263	ankzf1	100145584	protein_coding
ENSXETG00000019906	nek10	XB-GENE-6042069	nek10	100489398	protein_coding
ENSXETG00000041443	tmem74b	XB-GENE-940609	tmem74b	100486112	protein_coding
ENSXETG00000038115	slc25a34	XB-GENE-5994554	slc25a34	100216146	protein_coding
ENSXETG00000037807	ENSXETG00000037807				protein_coding
ENSXETG00000007504	tnrc18	XB-GENE-6458544	tnrc18	100491423	protein_coding
ENSXETG00000035533	vwa7	XB-GENE-479164	vwa7	101730846	protein_coding
ENSXETG00000022320	ENSXETG00000022320		LOC116411756	116411756	protein_coding
ENSXETG00000004372	gcnt7	XB-GENE-22068483	LOC116407810	116407810	protein_coding
ENSXETG00000010117	cd3g	XB-GENE-480422	cd3g	100216101	protein_coding
ENSXETG00000043799	ENSXETG00000043799				protein_coding
ENSXETG00000042943	ENSXETG00000042943		LOC100490157	100490157	protein_coding
ENSXETG00000032170	ENSXETG00000032170		LOC100486133	100486133	protein_coding
ENSXETG00000021589	tsr3	XB-GENE-1006468	tsr3	549889	protein_coding
ENSXETG00000043793	ush1c	XB-GENE-1018491	ush1c	100125158	protein_coding
ENSXETG00000034762	acod1lb	XB-GENE-919725	acod1lb	100125311	protein_coding
ENSXETG00000039043	ENSXETG00000039043				protein_coding
ENSXETG00000019653	gps1	XB-GENE-955148	gps1	493337	protein_coding
ENSXETG00000040699	aldh4a1	XB-GENE-959460	aldh4a1	100124732	protein_coding
ENSXETG00000021122	nt5c3a	XB-GENE-1004833	nt5c3a	100145170	protein_coding
ENSXETG00000041930	ENSXETG00000041930				protein_coding
ENSXETG00000044325	ENSXETG00000044325		LOC116411986	116411986	protein_coding
ENSXETG00000036989	ENSXETG00000036989				protein_coding
ENSXETG00000047531	apcdd1l	XB-GENE-6038851	apcdd1l	105946010	protein_coding
ENSXETG00000046905	ENSXETG00000046905		LOC116411507	116411507	protein_coding
ENSXETG00000003361	asb16	XB-GENE-987004	asb16	100487614	protein_coding
ENSXETG00000043159	ENSXETG00000043159				protein_coding
ENSXETG00000026873	trpm8	XB-GENE-998832	trpm8	100302008	protein_coding
ENSXETG00000045979	ENSXETG00000045979		LOC100487959	100487959	protein_coding
ENSXETG00000004487	ENSXETG00000004487		gatd3ala	100145051	protein_coding
ENSXETG00000049189	ENSXETG00000049189				protein_coding
ENSXETG00000007129	ENSXETG00000007129				protein_coding
ENSXETG00000006844	grin2c	XB-GENE-993386	grin2c	100496638	protein_coding
ENSXETG00000008844	ccar1	XB-GENE-989029	ccar1	100216237	protein_coding
ENSXETG00000010119	cd3e	XB-GENE-919749	cd3e	100101735	protein_coding
ENSXETG00000048719	gripap1	XB-GENE-6454922	gripap1	100127550	protein_coding
ENSXETG00000044504	ENSXETG00000044504				protein_coding
ENSXETG00000041533	ENSXETG00000041533		rap1gap	100495237	protein_coding
ENSXETG00000038139	gabpb2	XB-GENE-955082	gabpb2	733936	protein_coding
ENSXETG00000019294	atg9a	XB-GENE-984232	atg9a	100497686	protein_coding
ENSXETG00000006258	ddx31	XB-GENE-5831374	ddx31	100492953	protein_coding
ENSXETG00000013469	kazn	XB-GENE-1012688	kazn	100037902	protein_coding
ENSXETG00000024447	rack1	XB-GENE-5927078	rack1	448353	protein_coding
ENSXETG00000035012	ENSXETG00000035012		LOC101735014	101735014	protein_coding
ENSXETG00000048190	ENSXETG00000048190				protein_coding
ENSXETG00000046793	CFAP221		cfap221	101730578	protein_coding
ENSXETG00000043478	ENSXETG00000043478				protein_coding
ENSXETG00000009637	nup62	XB-GENE-6257978	nup62	394934	protein_coding
ENSXETG00000038979	phyhdlb	XB-GENE-5792393	phyhdlb	100490918	protein_coding
ENSXETG00000010129	cysltr1	XB-GENE-1012699	cysltr1	100497435	protein_coding
ENSXETG00000003439	mms19	XB-GENE-979258	mms19	779833	protein_coding
ENSXETG00000042807	ENSXETG00000042807		LOC100490836	100490836	protein_coding
ENSXETG00000044342	ENSXETG00000044342		LOC108648060	108648060	protein_coding
ENSXETG00000046776	slc31a1	XB-GENE-994882	slc31a1	407919	protein_coding
ENSXETG00000002836	map4k1	XB-GENE-22068724	map4k1	100495539	protein_coding
