Gene stable ID	Gene Name	Xenbase ID	NCBI gene (formerly Entrezgene) accession	NCBI gene (formerly Entrezgene) ID	Type
ENSXETG00000047218	U4		LOC116409296	116409296	sncRNA
ENSXETG00000043855	ENSXETG00000043855				protein_coding
ENSXETG00000007787	mpo	XB-GENE-482502	mpo	100490938	protein_coding
ENSXETG00000048959	ENSXETG00000048959				protein_coding
ENSXETG00000043293	ENSXETG00000043293				pseudogene
ENSXETG00000044550	ENSXETG00000044550				protein_coding
ENSXETG00000042488	ENSXETG00000042488				protein_coding
ENSXETG00000030934	pmch	XB-GENE-973245	pmch	100486479	protein_coding
ENSXETG00000017712	emb	XB-GENE-6258633	emb	100493043	protein_coding
ENSXETG00000042144	ENSXETG00000042144				protein_coding
ENSXETG00000048379	U4		LOC116409264	116409264	sncRNA
ENSXETG00000003284	cbarp	XB-GENE-6258190	cbarp	100124991	protein_coding
ENSXETG00000042199	ENSXETG00000042199				protein_coding
ENSXETG00000044517	ENSXETG00000044517				pseudogene
ENSXETG00000021342	blmh	XB-GENE-997246	blmh	448747	protein_coding
ENSXETG00000045859	ENSXETG00000045859				protein_coding
ENSXETG00000042895	ENSXETG00000042895				protein_coding
ENSXETG00000047503	ENSXETG00000047503				protein_coding
ENSXETG00000011319	rab20	XB-GENE-494912	rab20	550049	protein_coding
ENSXETG00000044111	ENSXETG00000044111				protein_coding
ENSXETG00000049496	ENSXETG00000049496				pseudogene
ENSXETG00000007591	det1	XB-GENE-960176	det1	100379904	protein_coding
ENSXETG00000045961	U4		LOC116409302	116409302	sncRNA
ENSXETG00000049277	ENSXETG00000049277				protein_coding
ENSXETG00000046598	cyb561d1	XB-GENE-22068331	cyb561d1	101734093	protein_coding
ENSXETG00000014420	yrdc	XB-GENE-5744243	yrdc	548554	protein_coding
ENSXETG00000026801	ENSXETG00000026801				protein_coding
ENSXETG00000000363	cspg4b	XB-GENE-5893460	cspg4b	100145673	protein_coding
ENSXETG00000019793	edil3	XB-GENE-853572	edil3	100101687	protein_coding
ENSXETG00000002532	igf1	XB-GENE-480239	igf1	100486334	protein_coding
ENSXETG00000025199	dazl	XB-GENE-1006218	dazl	394676	protein_coding
ENSXETG00000044911	ENSXETG00000044911				protein_coding
ENSXETG00000042736	ENSXETG00000042736				pseudogene
ENSXETG00000035663	ENSXETG00000035663				protein_coding
ENSXETG00000043498	U4		LOC116409201	116409201	sncRNA
ENSXETG00000048394	ENSXETG00000048394				protein_coding
ENSXETG00000016135	hhla2	XB-GENE-999098	hhla2	734131	protein_coding
ENSXETG00000008022	trac	XB-GENE-488208	trac	493253	protein_coding
ENSXETG00000044982	ENSXETG00000044982				protein_coding
ENSXETG00000003301	ttc39b	XB-GENE-1016436	ttc39b	549556	protein_coding
ENSXETG00000042056	ENSXETG00000042056				pseudogene
ENSXETG00000046960	ENSXETG00000046960		LOC101731873	101731873	protein_coding
ENSXETG00000047546	ENSXETG00000047546				protein_coding
ENSXETG00000045748	ENSXETG00000045748				protein_coding
ENSXETG00000043777	U4		LOC116409147	116409147	sncRNA
ENSXETG00000048443	ENSXETG00000048443				protein_coding
ENSXETG00000017074	wdr41	XB-GENE-1016936	wdr41	549283	protein_coding
ENSXETG00000047283	ENSXETG00000047283				protein_coding
ENSXETG00000041864	ENSXETG00000041864				protein_coding
ENSXETG00000037197	c12orf73	XB-GENE-5959349	c12orf73	100380143	protein_coding
ENSXETG00000021088	limch1	XB-GENE-5950305	limch1	100127553	protein_coding
ENSXETG00000045971	ENSXETG00000045971				protein_coding
ENSXETG00000043127	ENSXETG00000043127				pseudogene
ENSXETG00000047778	ENSXETG00000047778				protein_coding
ENSXETG00000042346	U4		LOC116409319	116409319	sncRNA
ENSXETG00000011652	ENSXETG00000011652		LOC101732799	101732799	protein_coding
ENSXETG00000048878	ENSXETG00000048878				protein_coding
ENSXETG00000002000	amigo1	XB-GENE-922133	amigo1	779983	protein_coding
ENSXETG00000013606	arrdc2	XB-GENE-946088	arrdc2	780156	protein_coding
ENSXETG00000025781	tent5c	XB-GENE-5913838	tent5c	100379867	protein_coding
ENSXETG00000043426	ENSXETG00000043426				protein_coding
ENSXETG00000018573	foxn4	XB-GENE-981086	foxn4	100124918	protein_coding
ENSXETG00000017982	ptpra	XB-GENE-1012347	ptpra	100158513	protein_coding
ENSXETG00000003427	rhbdd2	XB-GENE-1000874	rhbdd2	448627	protein_coding
ENSXETG00000026185	ift57	XB-GENE-999089	ift57	549315	protein_coding
ENSXETG00000044478	ENSXETG00000044478				protein_coding
ENSXETG00000003285	stk11	XB-GENE-955279	stk11	549287	protein_coding
ENSXETG00000045106	ENSXETG00000045106				pseudogene
ENSXETG00000045253	U4		LOC116409227	116409227	sncRNA
ENSXETG00000034789	ENSXETG00000034789				protein_coding
ENSXETG00000049153	ENSXETG00000049153				protein_coding
ENSXETG00000040991	ENSXETG00000040991				protein_coding
ENSXETG00000023647	rufy3	XB-GENE-1020955	rufy3	779660	protein_coding
ENSXETG00000046074	ENSXETG00000046074				protein_coding
ENSXETG00000002109	pgpep1l	XB-GENE-940208	pgpep1l	100497886	protein_coding
ENSXETG00000036618	apela	XB-GENE-22067996	apela	100494381	protein_coding
ENSXETG00000041445	cldn17.3	XB-GENE-22166260	cldn17.3	100486904	protein_coding
ENSXETG00000045789	ENSXETG00000045789				pseudogene
ENSXETG00000045134	ENSXETG00000045134				protein_coding
ENSXETG00000043424	ENSXETG00000043424				protein_coding
ENSXETG00000002635	col4a2	XB-GENE-5950101	col4a2	100486079	protein_coding
ENSXETG00000040381	ENSXETG00000040381				protein_coding
ENSXETG00000048266	U4		LOC116409288	116409288	sncRNA
ENSXETG00000017714	hcn1	XB-GENE-950265	hcn1	100490760	protein_coding
ENSXETG00000035947	wfs1	XB-GENE-978820	wfs1	100127642	protein_coding
ENSXETG00000009807	ddx23	XB-GENE-986212	ddx23	549967	protein_coding
ENSXETG00000019797	hapln1	XB-GENE-6037477	hapln1	100490017	protein_coding
ENSXETG00000046219	ENSXETG00000046219				protein_coding
ENSXETG00000044335	ENSXETG00000044335				pseudogene
ENSXETG00000040244	ENSXETG00000040244				protein_coding
ENSXETG00000016395	chrna7	XB-GENE-990456	chrna7	100493611	protein_coding
ENSXETG00000044757	ENSXETG00000044757				protein_coding
ENSXETG00000043445	U4		LOC116409180	116409180	sncRNA
ENSXETG00000005160	marchf3	XB-GENE-491983	marchf3	493225	protein_coding
ENSXETG00000040290	ENSXETG00000040290				protein_coding
ENSXETG00000049470	ENSXETG00000049470				protein_coding
ENSXETG00000043712	ENSXETG00000043712				protein_coding
ENSXETG00000007786	gdpd1	XB-GENE-5612387	gdpd1	550077	protein_coding
ENSXETG00000010738	cltc	XB-GENE-984047	cltc	496448	protein_coding
ENSXETG00000010060	rmc1	XB-GENE-1003493	rmc1	100124886	protein_coding
ENSXETG00000034672	ENSXETG00000034672				pseudogene
ENSXETG00000037312	SMIM31				protein_coding
ENSXETG00000044560	ENSXETG00000044560				protein_coding
ENSXETG00000047505	ENSXETG00000047505				protein_coding
ENSXETG00000002017	gstm1	XB-GENE-971384	gstm1	448387	protein_coding
ENSXETG00000041613	U4		LOC116409282	116409282	sncRNA
ENSXETG00000043020	ENSXETG00000043020				protein_coding
ENSXETG00000040518	ENSXETG00000040518				protein_coding
ENSXETG00000045095	ENSXETG00000045095				protein_coding
ENSXETG00000043771	ENSXETG00000043771				pseudogene
ENSXETG00000038370	ENSXETG00000038370				protein_coding
ENSXETG00000046495	ENSXETG00000046495				protein_coding
ENSXETG00000032362	ENSXETG00000032362				protein_coding
ENSXETG00000044791	ENSXETG00000044791				protein_coding
ENSXETG00000041784	ENSXETG00000041784				protein_coding
ENSXETG00000027815	vcan	XB-GENE-922302	vcan	100101672	protein_coding
ENSXETG00000003720	pigg	XB-GENE-6046154	pigg	100487165	protein_coding
ENSXETG00000047507	U4		LOC116409301	116409301	sncRNA
ENSXETG00000042574	ENSXETG00000042574				pseudogene
ENSXETG00000035122	ENSXETG00000035122				protein_coding
ENSXETG00000046698	ENSXETG00000046698				protein_coding
ENSXETG00000044473	ENSXETG00000044473				protein_coding
ENSXETG00000026245	fam174a	XB-GENE-6538612	fam174a	549878	protein_coding
ENSXETG00000018580	myo1h	XB-GENE-963784	myo1h	100492763	protein_coding
ENSXETG00000009344	kank2	XB-GENE-997067	kank2	100495496	protein_coding
ENSXETG00000011804	grik1	XB-GENE-957124	grik1	100493949	protein_coding
ENSXETG00000035040	C5orf63		c5orf63	101733920	protein_coding
ENSXETG00000044980	ENSXETG00000044980				protein_coding
ENSXETG00000019374	lyg2	XB-GENE-990778	lyg2	548456	protein_coding
ENSXETG00000036850	ENSXETG00000036850				protein_coding
ENSXETG00000021480	pik3r1	XB-GENE-6067221	pik3r1	100486835	protein_coding
ENSXETG00000046561	ENSXETG00000046561				pseudogene
ENSXETG00000017063	marchf1	XB-GENE-486265	marchf1	100495418	protein_coding
ENSXETG00000007046	plekha6	XB-GENE-958530	plekha6	100036696	protein_coding
ENSXETG00000046129	U4		LOC116409267	116409267	sncRNA
ENSXETG00000003286	cnn2	XB-GENE-1005289	cnn2	407907	protein_coding
ENSXETG00000037157	ENSXETG00000037157				protein_coding
ENSXETG00000049081	ENSXETG00000049081				protein_coding
ENSXETG00000008983	por	XB-GENE-997534	por	100486781	protein_coding
ENSXETG00000005359	hsp90b1	XB-GENE-494760	hsp90b1	734089	protein_coding
ENSXETG00000036984	ENSXETG00000036984		LOC108646253	108646253	protein_coding
ENSXETG00000040809	ENSXETG00000040809				protein_coding
ENSXETG00000048755	ENSXETG00000048755				protein_coding
ENSXETG00000048604	ENSXETG00000048604				protein_coding
ENSXETG00000006555	cdc34	XB-GENE-5772505	cdc34	448013	protein_coding
ENSXETG00000043841	ENSXETG00000043841				pseudogene
ENSXETG00000047047	ENSXETG00000047047				protein_coding
ENSXETG00000043437	ENSXETG00000043437				protein_coding
ENSXETG00000044230	U4		LOC116409143	116409143	sncRNA
ENSXETG00000042677	st8sia3	XB-GENE-960766	st8sia3	414281	protein_coding
ENSXETG00000047395	ENSXETG00000047395				protein_coding
ENSXETG00000036133	ENSXETG00000036133				protein_coding
ENSXETG00000042028	ENSXETG00000042028				protein_coding
ENSXETG00000041251	ENSXETG00000041251				protein_coding
ENSXETG00000048159	ENSXETG00000048159				pseudogene
ENSXETG00000043735	ENSXETG00000043735				pseudogene
ENSXETG00000046426	U4		LOC116409132	116409132	sncRNA
ENSXETG00000006083	slc1a3	XB-GENE-975313	slc1a3	100127700	protein_coding
ENSXETG00000043511	gpr61	XB-GENE-982689	gpr61	100492600	protein_coding
ENSXETG00000047348	ENSXETG00000047348				pseudogene
ENSXETG00000045272	ENSXETG00000045272				protein_coding
ENSXETG00000044349	ENSXETG00000044349				protein_coding
ENSXETG00000007593	mrps11	XB-GENE-970920	mrps11	100216303	protein_coding
ENSXETG00000016035	cog6	XB-GENE-944762	cog6	448289	protein_coding
ENSXETG00000044807	ENSXETG00000044807				pseudogene
ENSXETG00000038581	ENSXETG00000038581				protein_coding
ENSXETG00000042658	ENSXETG00000042658				pseudogene
ENSXETG00000047856	U4		LOC116409224	116409224	sncRNA
ENSXETG00000007785	zfx	XB-GENE-479751	zfx	100038167	protein_coding
ENSXETG00000035219	ENSXETG00000035219				protein_coding
ENSXETG00000016819	btf3	XB-GENE-985803	btf3	549451	protein_coding
ENSXETG00000047670	ENSXETG00000047670				pseudogene
ENSXETG00000041249	ENSXETG00000041249				protein_coding
ENSXETG00000040421	borcs8	XB-GENE-5780711	borcs8	100490313	protein_coding
ENSXETG00000047714	ENSXETG00000047714				pseudogene
ENSXETG00000044926	ENSXETG00000044926				protein_coding
ENSXETG00000000459	cwc27	XB-GENE-942796	cwc27	100145114	protein_coding
ENSXETG00000019465	ENSXETG00000019465		LOC100495051	100495051	protein_coding
ENSXETG00000045325	U4		LOC116409198	116409198	sncRNA
ENSXETG00000009920	wdr3	XB-GENE-975167	wdr3	394852	protein_coding
ENSXETG00000043155	ENSXETG00000043155				pseudogene
ENSXETG00000049154	ENSXETG00000049154				pseudogene
ENSXETG00000047513	ENSXETG00000047513				protein_coding
ENSXETG00000045420	U4		LOC116409177	116409177	sncRNA
ENSXETG00000046766	ENSXETG00000046766		LOC116406621	116406621	protein_coding
ENSXETG00000048141	ENSXETG00000048141				pseudogene
ENSXETG00000047078	ENSXETG00000047078				protein_coding
ENSXETG00000049442	ENSXETG00000049442				pseudogene
ENSXETG00000002003	gnai3	XB-GENE-5738634	gnai3	496962	protein_coding
ENSXETG00000003300	frem1	XB-GENE-22169438	frem1	100488523	protein_coding
ENSXETG00000018588	kctd10	XB-GENE-970871	kctd10	549312	protein_coding
ENSXETG00000040564	ENSXETG00000040564				pseudogene
ENSXETG00000042582	ENSXETG00000042582				protein_coding
ENSXETG00000034394	eln1	XB-GENE-6454149	eln1	779443	protein_coding
ENSXETG00000026497	ttll3	XB-GENE-6035679	ttll3	100497708	protein_coding
ENSXETG00000048286	ENSXETG00000048286				pseudogene
ENSXETG00000000342	herc6	XB-GENE-968556	herc6	100487734	protein_coding
ENSXETG00000045583	ENSXETG00000045583		LOC101733645	101733645	protein_coding
ENSXETG00000041259	ENSXETG00000041259				protein_coding
ENSXETG00000044326	ENSXETG00000044326				pseudogene
ENSXETG00000045532	ENSXETG00000045532				pseudogene
ENSXETG00000045666	ENSXETG00000045666				protein_coding
ENSXETG00000019007	kcnk5	XB-GENE-979847	pold2	448271	protein_coding
ENSXETG00000014429	mtf1	XB-GENE-979128	mtf1	100495484	protein_coding
ENSXETG00000005085	cert1	XB-GENE-1002414	cert1	387331	protein_coding
ENSXETG00000008980	tmem120a	XB-GENE-5858565	tmem120a	548366	protein_coding
ENSXETG00000043689	ENSXETG00000043689				pseudogene
ENSXETG00000046298	nyap1	XB-GENE-6462398	nyap1	100486355	protein_coding
ENSXETG00000043129	ENSXETG00000043129				protein_coding
ENSXETG00000003287	arhgap45	XB-GENE-990078	arhgap45	100125789	protein_coding
ENSXETG00000002637	col4a1	XB-GENE-6451485	col4a1	100124870	protein_coding
ENSXETG00000042773	ENSXETG00000042773				protein_coding
ENSXETG00000046213	ENSXETG00000046213				pseudogene
ENSXETG00000044052	ENSXETG00000044052				protein_coding
ENSXETG00000005177	mx1	XB-GENE-996855	mx1	101732122	protein_coding
ENSXETG00000016820	ankra2	XB-GENE-1002386	ankra2	448315	protein_coding
ENSXETG00000016442	mgc107841	XB-GENE-5779684	MGC107841	594965	protein_coding
ENSXETG00000042189	ENSXETG00000042189				protein_coding
ENSXETG00000049173	ENSXETG00000049173				pseudogene
ENSXETG00000039116	ENSXETG00000039116				protein_coding
ENSXETG00000006225	adamts3	XB-GENE-986363	eif2s3	496946	protein_coding
ENSXETG00000004891	tma16	XB-GENE-1015317	tma16	549385	protein_coding
ENSXETG00000049376	ENSXETG00000049376				pseudogene
ENSXETG00000042916	ENSXETG00000042916				protein_coding
ENSXETG00000041808	ENSXETG00000041808				protein_coding
ENSXETG00000047931	ENSXETG00000047931				pseudogene
ENSXETG00000018623	lancl3	XB-GENE-961538	lancl3	100490267	protein_coding
ENSXETG00000038457	ENSXETG00000038457				protein_coding
ENSXETG00000038025	ENSXETG00000038025				pseudogene
ENSXETG00000021876	acsbg2	XB-GENE-1006640	acsbg2	100158533	protein_coding
ENSXETG00000048435	ENSXETG00000048435				protein_coding
ENSXETG00000049038	ENSXETG00000049038				protein_coding
ENSXETG00000042625	ENSXETG00000042625				protein_coding
ENSXETG00000044789	ENSXETG00000044789				protein_coding
ENSXETG00000047363	ENSXETG00000047363		LOC116409650	116409650	protein_coding
ENSXETG00000045721	ENSXETG00000045721				pseudogene
ENSXETG00000002112	igf1r	XB-GENE-484032	igf1r	100329112	protein_coding
ENSXETG00000048995	ENSXETG00000048995				protein_coding
ENSXETG00000018893	elf1	XB-GENE-492875	elf1	780315	protein_coding
ENSXETG00000042206	ENSXETG00000042206				protein_coding
ENSXETG00000045194	ENSXETG00000045194				protein_coding
ENSXETG00000032111	mavs	XB-GENE-988242	mavs	100485829	protein_coding
ENSXETG00000048962	ENSXETG00000048962				protein_coding
ENSXETG00000013042	rfxank	XB-GENE-1004063	rfxank	100490142	protein_coding
ENSXETG00000000341	ppm1k	XB-GENE-956545	ppm1k	100487567	protein_coding
ENSXETG00000009811	rnd1	XB-GENE-490045	rnd1	493435	protein_coding
ENSXETG00000025292	fut4	XB-GENE-979293	fut4	447974	protein_coding
ENSXETG00000036887	srek1ip1	XB-GENE-6454409	srek1ip1	548753	protein_coding
ENSXETG00000041460	atp6v1f	XB-GENE-975984	atp6v1f	448314	protein_coding
ENSXETG00000038419	cer1	XB-GENE-484971	cer1	394437	protein_coding
ENSXETG00000045436	ENSXETG00000045436				protein_coding
ENSXETG00000021328	coro6	XB-GENE-493511	coro6	100038129	protein_coding
ENSXETG00000001668	foxd4l1.2	XB-GENE-876578	foxd4l1.2	100485983	protein_coding
ENSXETG00000033837	zc3h12c	XB-GENE-6045328	zc3h12c	100490495	protein_coding
ENSXETG00000038161	ENSXETG00000038161				protein_coding
ENSXETG00000044501	ENSXETG00000044501				protein_coding
ENSXETG00000041444	ENSXETG00000041444		LOC116409652	116409652	protein_coding
ENSXETG00000048805	ENSXETG00000048805				protein_coding
ENSXETG00000044213	ENSXETG00000044213		tsc22d4	116409850	protein_coding
ENSXETG00000018600	mrpl40	XB-GENE-998670	mrpl40	549003	protein_coding
ENSXETG00000043402	ENSXETG00000043402				protein_coding
ENSXETG00000002005	gnat2	XB-GENE-6258657	gnat2	100216126	protein_coding
ENSXETG00000016821	utp15	XB-GENE-491403	utp15	496516	protein_coding
ENSXETG00000039960	ENSXETG00000039960		LOC101734390	101734390	protein_coding
ENSXETG00000018626	xk	XB-GENE-1005584	xk	497103	protein_coding
ENSXETG00000048456	gas1	XB-GENE-966199	gas1	780149	protein_coding
ENSXETG00000046657	ENSXETG00000046657				protein_coding
ENSXETG00000021083	phox2b	XB-GENE-1000415	phox2b	100124329	protein_coding
ENSXETG00000008978	styxl1	XB-GENE-976848	styxl1	100379735	protein_coding
ENSXETG00000011751	rab38	XB-GENE-480756	rab38	100497999	protein_coding
ENSXETG00000038827	ENSXETG00000038827				protein_coding
ENSXETG00000014435	inpp5b	XB-GENE-6046792	inpp5b	100497120	protein_coding
ENSXETG00000033512	ENSXETG00000033512				protein_coding
ENSXETG00000038281	ENSXETG00000038281				protein_coding
ENSXETG00000044856	ENSXETG00000044856				protein_coding
ENSXETG00000016136	myh15	XB-GENE-999078	myh15	100487082	protein_coding
ENSXETG00000043311	ENSXETG00000043311				protein_coding
ENSXETG00000033045	ENSXETG00000033045				protein_coding
ENSXETG00000043461	SRRM4		srrm4	108644448	protein_coding
ENSXETG00000030917	ENSXETG00000030917		LOC116409654	116409654	protein_coding
ENSXETG00000005189	phax	XB-GENE-493560	phax	100492360	protein_coding
ENSXETG00000004893	npy5r	XB-GENE-960863	npy5r	779693	protein_coding
ENSXETG00000018709	ugt3a2	XB-GENE-5824772	ugt3a2	448540	protein_coding
ENSXETG00000040811	ENSXETG00000040811		LOC101732799	101732799	protein_coding
ENSXETG00000043003	ENSXETG00000043003				protein_coding
ENSXETG00000026463	zdhhc21	XB-GENE-855474	zdhhc21	548827	protein_coding
ENSXETG00000020266	bach1	XB-GENE-957116	bach1	100125783	protein_coding
ENSXETG00000037500	ENSXETG00000037500				protein_coding
ENSXETG00000048933	ENSXETG00000048933				protein_coding
ENSXETG00000011601	jakmip1	XB-GENE-991323	jakmip1	100145282	protein_coding
ENSXETG00000010870	spin1	XB-GENE-954616	spin1	549851	protein_coding
ENSXETG00000039227	ENSXETG00000039227				protein_coding
ENSXETG00000011752	ENSXETG00000011752		LOC101731233	101731233	protein_coding
ENSXETG00000005358	ENSXETG00000005358		LOC100496167	100496167	protein_coding
ENSXETG00000049134	ENSXETG00000049134				protein_coding
ENSXETG00000000340	abcg2	XB-GENE-991895	abcg2	734088	protein_coding
ENSXETG00000049464	ENSXETG00000049464				protein_coding
ENSXETG00000032698	aebp1	XB-GENE-6462732	aebp1	100487826	protein_coding
ENSXETG00000045195	ENSXETG00000045195				protein_coding
ENSXETG00000041315	ENSXETG00000041315		LOC100495831	100495831	protein_coding
ENSXETG00000040189	ENSXETG00000040189				protein_coding
ENSXETG00000041500	ENSXETG00000041500				protein_coding
ENSXETG00000021080	tmem33	XB-GENE-983353	tmem33	549165	protein_coding
ENSXETG00000022447	nxn	XB-GENE-1001772	nxn	100216233	protein_coding
ENSXETG00000005180	fam3b	XB-GENE-1017247	fam3b	548744	protein_coding
ENSXETG00000045783	ENSXETG00000045783				protein_coding
ENSXETG00000004903	npy1r	XB-GENE-22068790	npy1r	100494051	protein_coding
ENSXETG00000048552	ENSXETG00000048552				protein_coding
ENSXETG00000035317	ENSXETG00000035317				protein_coding
ENSXETG00000045230	ENSXETG00000045230				protein_coding
ENSXETG00000042763	chst7	XB-GENE-967556	chst7	100379720	protein_coding
ENSXETG00000018804	lrrc28	XB-GENE-957286	lrrc28	448029	protein_coding
ENSXETG00000005087	polk	XB-GENE-985768	polk	448219	protein_coding
ENSXETG00000044899	ENSXETG00000044899				protein_coding
ENSXETG00000040282	ENSXETG00000040282				protein_coding
ENSXETG00000046377	ENSXETG00000046377		LOC100491764	100491764	protein_coding
ENSXETG00000042936	ENSXETG00000042936				protein_coding
ENSXETG00000042108	ENSXETG00000042108				protein_coding
ENSXETG00000036919	c22orf39	XB-GENE-6032457	c22orf39	100485616	protein_coding
ENSXETG00000020265	map3k7cl	XB-GENE-992684	map3k7cl	100494287	protein_coding
ENSXETG00000022451	mrm3	XB-GENE-951934	mrm3	548974	protein_coding
ENSXETG00000018630	cybb	XB-GENE-978453	cybb	595081	protein_coding
ENSXETG00000003291	polr2e	XB-GENE-1005304	polr2e	549227	protein_coding
ENSXETG00000047255	ENSXETG00000047255				protein_coding
ENSXETG00000049200	ENSXETG00000049200				protein_coding
ENSXETG00000045244	ENSXETG00000045244				protein_coding
ENSXETG00000001029	runx3	XB-GENE-487784	runx3	100485729	protein_coding
ENSXETG00000027242	dock6	XB-GENE-992620	dock6	100216257	protein_coding
ENSXETG00000031572	kiss1	XB-GENE-6451172	kiss1	100233214	protein_coding
ENSXETG00000018590	ube3b	XB-GENE-1010563	ube3b	780337	protein_coding
ENSXETG00000039533	ENSXETG00000039533				protein_coding
ENSXETG00000016824	arhgef28	XB-GENE-952324	arhgef28	100492169	protein_coding
ENSXETG00000042684	ENSXETG00000042684				protein_coding
ENSXETG00000033291	ATP6V1FNB		atp6v1fnb	105946937	protein_coding
ENSXETG00000000338	pkd2	XB-GENE-482111	pkd2	100038156	protein_coding
ENSXETG00000005167	bace2	XB-GENE-1014090	bace2	100216145	protein_coding
ENSXETG00000006223	acot9	XB-GENE-943630	acot9	100145745	protein_coding
ENSXETG00000043802	ENSXETG00000043802				protein_coding
ENSXETG00000027875	ENSXETG00000027875		LOC100493511	100493511	protein_coding
ENSXETG00000045013	ndufv3	XB-GENE-22068754	ndufv3	100497622	protein_coding
ENSXETG00000005357	nt5dc3	XB-GENE-940463	nt5dc3	100124894	protein_coding
ENSXETG00000048546	ENSXETG00000048546				protein_coding
ENSXETG00000042400	ENSXETG00000042400				protein_coding
ENSXETG00000043314	ENSXETG00000043314				protein_coding
ENSXETG00000045206	ENSXETG00000045206		LOC100498654	100498654	protein_coding
ENSXETG00000002261	ENSXETG00000002261		b3galt2l	100380178	protein_coding
ENSXETG00000025255	hspb8	XB-GENE-945643	hspb8	448147	protein_coding
ENSXETG00000035148	naf1	XB-GENE-5717739	naf1	100170163	protein_coding
ENSXETG00000034518	ENSXETG00000034518				protein_coding
ENSXETG00000048571	ENSXETG00000048571				protein_coding
ENSXETG00000038965	GPR82		gpr82	101735236	protein_coding
ENSXETG00000046289	ENSXETG00000046289				protein_coding
ENSXETG00000042022	ENSXETG00000042022				protein_coding
ENSXETG00000019386	mitd1	XB-GENE-5755252	mitd1	448256	protein_coding
ENSXETG00000005191	aldh7a1	XB-GENE-492001	aldh7a1	549131	protein_coding
ENSXETG00000030071	slc12a2	XB-GENE-489652	slc12a2	100038244	protein_coding
ENSXETG00000039402	ENSXETG00000039402		LOC100271753	100271753	protein_coding
ENSXETG00000037859	ENSXETG00000037859				protein_coding
ENSXETG00000044015	ENSXETG00000044015				protein_coding
ENSXETG00000042365	ENSXETG00000042365				protein_coding
ENSXETG00000039916	ENSXETG00000039916				protein_coding
ENSXETG00000009921	gdap2	XB-GENE-996028	gdap2	548591	protein_coding
ENSXETG00000037690	nr2c2ap	XB-GENE-973035	nr2c2ap	549060	protein_coding
ENSXETG00000007042	ren	XB-GENE-480535	ren	100487524	protein_coding
ENSXETG00000018896	wbp4	XB-GENE-968286	wbp4	734007	protein_coding
ENSXETG00000032286	pknox1	XB-GENE-6460202	pknox1	100497777	protein_coding
ENSXETG00000003621	lyve1	XB-GENE-973433	gnaq	733773	protein_coding
ENSXETG00000044758	ENSXETG00000044758				protein_coding
ENSXETG00000037348	ENSXETG00000037348				protein_coding
ENSXETG00000047206	ENSXETG00000047206				protein_coding
ENSXETG00000030579	tlr8	XB-GENE-485083	tlr8	100496108	protein_coding
ENSXETG00000002009	ampd2	XB-GENE-982645	ampd2	100490248	protein_coding
ENSXETG00000034488	ENSXETG00000034488				protein_coding
ENSXETG00000042571	ENSXETG00000042571				protein_coding
ENSXETG00000010432	tmem135	XB-GENE-954105	tmem135	100497844	protein_coding
ENSXETG00000045262	ENSXETG00000045262				protein_coding
ENSXETG00000031972	ENSXETG00000031972		or8a1	100492263	protein_coding
ENSXETG00000032144	ankdd1b	XB-GENE-966104	ankdd1b	100145596	protein_coding
ENSXETG00000021579	sbno2	XB-GENE-486292	sbno2	100497013	protein_coding
ENSXETG00000046665	ENSXETG00000046665				protein_coding
ENSXETG00000048446	ENSXETG00000048446				protein_coding
ENSXETG00000046082	ENSXETG00000046082				protein_coding
ENSXETG00000039418	atg16l2	XB-GENE-6047387	atg16l2	100485143	protein_coding
ENSXETG00000018707	capsl	XB-GENE-962396	capsl	549278	protein_coding
ENSXETG00000040365	ENSXETG00000040365				protein_coding
ENSXETG00000045684	IRS2		LOC100498409	100498409	protein_coding
ENSXETG00000012007	fstl5	XB-GENE-479112	fstl5	100493709	protein_coding
ENSXETG00000010869	nxnl2	XB-GENE-989344	nxnl2	100486090	protein_coding
ENSXETG00000032792	gnrh2	XB-GENE-5816799	gnrh2	100135418	protein_coding
ENSXETG00000048834	ENSXETG00000048834				protein_coding
ENSXETG00000026571	mrpl30	XB-GENE-945512	mrpl30	548902	protein_coding
ENSXETG00000033005	ibsp	XB-GENE-6453126	ibsp	100271750	protein_coding
ENSXETG00000021074	slc30a9	XB-GENE-976698	slc30a9	100216137	protein_coding
ENSXETG00000002648	myo16	XB-GENE-1010948	myo16	100486369	protein_coding
ENSXETG00000044446	ENSXETG00000044446				protein_coding
ENSXETG00000045339	ENSXETG00000045339				protein_coding
ENSXETG00000014993	kcp	XB-GENE-486713	kcp	100491140	protein_coding
ENSXETG00000042419	ENSXETG00000042419				protein_coding
ENSXETG00000049422	ENSXETG00000049422				protein_coding
ENSXETG00000020749	tmod2	XB-GENE-944511	tmod2	100127704	protein_coding
ENSXETG00000021875	mllt1	XB-GENE-991783	mllt1	100158574	protein_coding
ENSXETG00000017455	smc1b	XB-GENE-997265	LOC100487439	100487439	protein_coding
ENSXETG00000040077	shisa2	XB-GENE-939915	shisa2	100497602	protein_coding
ENSXETG00000005352	kdm4b	XB-GENE-1012886	kdm4b	394661	protein_coding
ENSXETG00000042114	ENSXETG00000042114				protein_coding
ENSXETG00000043912	ptrh2	XB-GENE-5849009	ptrh2	549411	protein_coding
ENSXETG00000046595	ENSXETG00000046595				protein_coding
